name	name_type	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Defelice, Charles"	personal				NCSU	Dspace	1840.20/8
"DeFelice, Charles A."	personal				NCSU	Dspace	1840.20/8
"Degen, Ronald J."	personal				NCSU	Dspace	1840.20/8
"DeGrassi, Giuliano"	personal				NCSU	Dspace	1840.20/8
"DeHoff, William D."	personal				NCSU	Dspace	1840.20/8
"Del Grande, A."	personal				NCSU	Dspace	1840.20/8
"del Rosario, Ricardo Cruz"	personal				NCSU	Dspace	1840.20/8
"Delaitre, Thierry"	personal				NCSU	Dspace	1840.20/8
"DeLand, Edward C."	personal				NCSU	Dspace	1840.20/8
"Delaney, Allen G."	personal				NCSU	Dspace	1840.20/8
"Delaney, Frances M."	personal				NCSU	Dspace	1840.20/8
"Delaney, Patrick J."	personal				NCSU	Dspace	1840.20/8
"Delcambre, Lois M. L."	personal				NCSU	Dspace	1840.20/8
"Delcher, Harry"	personal				NCSU	Dspace	1840.20/8
"Delen, Dursun"	personal				NCSU	Dspace	1840.20/8
"deLeon-Wong, E. M."	personal				NCSU	Dspace	1840.20/8
"Delinic, K."	personal				NCSU	Dspace	1840.20/8
"Dell, R.F."	personal				NCSU	Dspace	1840.20/8
"Delmaire-Sizes, Franck"	personal				NCSU	Dspace	1840.20/8
"DeLoatch, John"	personal				NCSU	Dspace	1840.20/8
"Delobelle, P."	personal				NCSU	Dspace	1840.20/8
"Delong, E. R."	personal				NCSU	Dspace	1840.20/8
"DeLorme, Paul"	personal				NCSU	Dspace	1840.20/8
"Delsarte, P."	personal				NCSU	Dspace	1840.20/8
"Delutis, Thomas G."	personal				NCSU	Dspace	1840.20/8
"Delzano, Murarotto"	personal				NCSU	Dspace	1840.20/8
"DeMaire, J. Douglas"	personal				NCSU	Dspace	1840.20/8
"Demasco, Joseph"	personal				NCSU	Dspace	1840.20/8
"DeMasi, R. A."	personal				NCSU	Dspace	1840.20/8
"DeMaster, Dave"	personal				NCSU	Dspace	1840.20/8
"Demetriou, M. A."	personal				NCSU	Dspace	1840.20/8
"Demeure, Isabelle"	personal				NCSU	Dspace	1840.20/8
"DeMont, D. J."	personal				NCSU	Dspace	1840.20/8
"Demosthenous, M."	personal				NCSU	Dspace	1840.20/8
"DeMoyer, Robert, Jr."	personal				NCSU	Dspace	1840.20/8
"Dempsey, Brian A."	personal				NCSU	Dspace	1840.20/8
"Dempsey, Herbert"	personal				NCSU	Dspace	1840.20/8
"Dempster, John H."	personal				NCSU	Dspace	1840.20/8
"Denape, J."	personal				NCSU	Dspace	1840.20/8
"Deng, Keng"	personal				NCSU	Dspace	1840.20/8
"Deng, Lih-Yuan"	personal				NCSU	Dspace	1840.20/8
"Deng, Mei"	personal				NCSU	Dspace	1840.20/8
"Deng, Qianru"	personal				NCSU	Dspace	1840.20/8
"Deng, Shaozhong"	personal				NCSU	Dspace	1840.20/8
"Denis, A."	personal				NCSU	Dspace	1840.20/8
"Denlea, Gregory"	personal				NCSU	Dspace	1840.20/8
"Denney, Steve H."	personal				NCSU	Dspace	1840.20/8
"Dennis, Brent M."	personal				NCSU	Dspace	1840.20/8
"Dennis, Lyman C., II"	personal				NCSU	Dspace	1840.20/8
"Denz, Peter R."	personal				NCSU	Dspace	1840.20/8
"Deo, Narsingh"	personal				NCSU	Dspace	1840.20/8
"Deo, Pallavi Sumant"	personal				NCSU	Dspace	1840.20/8
"Deosthali, Prabhat"	personal				NCSU	Dspace	1840.20/8
"Deporter, Elden"	personal				NCSU	Dspace	1840.20/8
"Deporter, Elden L."	personal				NCSU	Dspace	1840.20/8
"Deriso, Richard B."	personal				NCSU	Dspace	1840.20/8
"Derksen, Bob"	personal				NCSU	Dspace	1840.20/8
"Derleth, Dianne"	personal				NCSU	Dspace	1840.20/8
"DeRosa, Patricia M."	personal				NCSU	Dspace	1840.20/8
"Derrick, E. Joseph"	personal				NCSU	Dspace	1840.20/8
"Desai, Kiran J."	personal				NCSU	Dspace	1840.20/8
"Desai, Nirmit"	personal				NCSU	Dspace	1840.20/8
"Deschanels, H."	personal				NCSU	Dspace	1840.20/8
"Deschanels. H., Turbat"	personal				NCSU	Dspace	1840.20/8
"Deshpande, J. V."	personal				NCSU	Dspace	1840.20/8
"Deshpande, Yogesh"	personal				NCSU	Dspace	1840.20/8
"Deshpande, Yogesh L."	personal				NCSU	Dspace	1840.20/8
"D'Esopa, D. A."	personal				NCSU	Dspace	1840.20/8
"D'Esopo, Donato A."	personal				NCSU	Dspace	1840.20/8
"Desquines, J."	personal				NCSU	Dspace	1840.20/8
"Desreumaux, L."	personal				NCSU	Dspace	1840.20/8
"Desruelle, Paul"	personal				NCSU	Dspace	1840.20/8
"Dessouky, Maged"	personal				NCSU	Dspace	1840.20/8
"Dessouky, Maged M."	personal				NCSU	Dspace	1840.20/8
"Dessouky, Y."	personal				NCSU	Dspace	1840.20/8
"Dessouky, Yasser"	personal				NCSU	Dspace	1840.20/8
"Detroux, P."	personal				NCSU	Dspace	1840.20/8
"Deuermeyer, Bryan L."	personal				NCSU	Dspace	1840.20/8
"Deutsch, Donald F."	personal				NCSU	Dspace	1840.20/8
"Deutsch, S. J."	personal				NCSU	Dspace	1840.20/8
"Dev, K."	personal				NCSU	Dspace	1840.20/8
"Devajaran, D."	personal				NCSU	Dspace	1840.20/8
"Deval, Joseph J."	personal				NCSU	Dspace	1840.20/8
"Devarajan, B."	personal				NCSU	Dspace	1840.20/8
"Devault, Kristin J."	personal				NCSU	Dspace	1840.20/8
"Devetsikiotis, Mihail"	personal				NCSU	Dspace	1840.20/8
"Devictor, N."	personal				NCSU	Dspace	1840.20/8
"Devine, Hugh A."	personal				NCSU	Dspace	1840.20/8
"Devineni, Naresh"	personal				NCSU	Dspace	1840.20/8
"Devries, Tynan"	personal				NCSU	Dspace	1840.20/8
"Devroye, Luc"	personal				NCSU	Dspace	1840.20/8
"DeWaal, D. J."	personal				NCSU	Dspace	1840.20/8
"Dewald, Lee S., Sr."	personal				NCSU	Dspace	1840.20/8
"Dewsnup, M."	personal				NCSU	Dspace	1840.20/8
"Dewsnup, Merriel C."	personal				NCSU	Dspace	1840.20/8
"Dey, D. K."	personal				NCSU	Dspace	1840.20/8
"Dhar, A. K."	personal				NCSU	Dspace	1840.20/8
"Dharmaraj, Satish K."	personal				NCSU	Dspace	1840.20/8
"Dhingra, J.S."	personal				NCSU	Dspace	1840.20/8
"Dhingra, Jastej S."	personal				NCSU	Dspace	1840.20/8
"Dhir, V.K."	personal				NCSU	Dspace	1840.20/8
"Di   Pasquale, G."	personal				NCSU	Dspace	1840.20/8
"Di Giamberardino, P."	personal				NCSU	Dspace	1840.20/8
"Di Giulio, Richard T."	personal				NCSU	Dspace	1840.20/8
"Di Lorenzo, R.F."	personal				NCSU	Dspace	1840.20/8
"Diamond, Bob"	personal				NCSU	Dspace	1840.20/8
"Diamond, Earl Louis"	personal				NCSU	Dspace	1840.20/8
"Diananda, P. H."	personal				NCSU	Dspace	1840.20/8
"Dianmo, Li"	personal				NCSU	Dspace	1840.20/8
"Diard, Olivier"	personal				NCSU	Dspace	1840.20/8
"Dias Lopes, E."	personal				NCSU	Dspace	1840.20/8
"Diaz, Alfonso A."	personal				NCSU	Dspace	1840.20/8
"Diaz, Gustavo A."	personal				NCSU	Dspace	1840.20/8
"Dick, Lara K."	personal				NCSU	Dspace	1840.20/8
"Dickens, J. W."	personal				NCSU	Dspace	1840.20/8
"Dickens, P.M."	personal				NCSU	Dspace	1840.20/8
"Dickens, Phillip A."	personal				NCSU	Dspace	1840.20/8
"Dickens, Phillip M."	personal				NCSU	Dspace	1840.20/8
"Dickenson, Phillip"	personal				NCSU	Dspace	1840.20/8
"Dickey, David A."	personal				NCSU	Dspace	1840.20/8
"Dickinson, Allan W."	personal				NCSU	Dspace	1840.20/8
"Dickson, T.L."	personal				NCSU	Dspace	1840.20/8
"Dickson, Terry L."	personal				NCSU	Dspace	1840.20/8
"DiDecca, William"	personal				NCSU	Dspace	1840.20/8
"Diederichs, U."	personal				NCSU	Dspace	1840.20/8
"Diegele, E."	personal				NCSU	Dspace	1840.20/8
"Diehl, Gregory"	personal				NCSU	Dspace	1840.20/8
"Diehl, Gregory W."	personal				NCSU	Dspace	1840.20/8
"Diem, H."	personal				NCSU	Dspace	1840.20/8
"Diem, H.K."	personal				NCSU	Dspace	1840.20/8
"Diemer, John"	personal				NCSU	Dspace	1840.20/8
"Diener, David A."	personal				NCSU	Dspace	1840.20/8
"Diersch, R."	personal				NCSU	Dspace	1840.20/8
"Siegele, Dieter"	personal				NCSU	Dspace	1840.20/8
"Dieter, Ulrich"	personal				NCSU	Dspace	1840.20/8
"Kalkhof, Dietmar"	personal				NCSU	Dspace	1840.20/8
"Dietrich, Andrea M."	personal				NCSU	Dspace	1840.20/8
"Dietz, E. Jacquelin"	personal				NCSU	Dspace	1840.20/8
"Dietz, Nikolaus A."	personal				NCSU	Dspace	1840.20/8
"Diggle, P."	personal				NCSU	Dspace	1840.20/8
"DiGiano, Francis A."	personal				NCSU	Dspace	1840.20/8
"DiGioia, A.M."	personal				NCSU	Dspace	1840.20/8
"DiGiulio, H.A."	personal				NCSU	Dspace	1840.20/8
"Dikstra, B.J."	personal				NCSU	Dspace	1840.20/8
"Dillaha, T. A."	personal				NCSU	Dspace	1840.20/8
"Dillard, David"	personal				NCSU	Dspace	1840.20/8
"Dillard, James W."	personal				NCSU	Dspace	1840.20/8
"Dillard, Karen Edna Michele"	personal				NCSU	Dspace	1840.20/8
"Dillon, Jerry"	personal				NCSU	Dspace	1840.20/8
"Dilworth, J.B."	personal				NCSU	Dspace	1840.20/8
"Stefanov, Dimitar"	personal				NCSU	Dspace	1840.20/8
"Ding, Y."	personal				NCSU	Dspace	1840.20/8
"Ding, Yufei"	personal				NCSU	Dspace	1840.20/8
"Dingler,  Maurice E."	personal				NCSU	Dspace	1840.20/8
"Diniz, Andreia"	personal				NCSU	Dspace	1840.20/8
"Dinkevich, S."	personal				NCSU	Dspace	1840.20/8
"Dionne, Albert"	personal				NCSU	Dspace	1840.20/8
"Dippold, David G."	personal				NCSU	Dspace	1840.20/8
"Dittmar, H."	personal				NCSU	Dspace	1840.20/8
"Dittus, Robert S."	personal				NCSU	Dspace	1840.20/8
"Dixit, K.B."	personal				NCSU	Dspace	1840.20/8
"Dixit, Paritosh"	personal				NCSU	Dspace	1840.20/8
"Dixon, Ernest"	personal				NCSU	Dspace	1840.20/8
"Dixon, Mark D."	personal				NCSU	Dspace	1840.20/8
"Dixon, Philip M."	personal				NCSU	Dspace	1840.20/8
"Dixon, Tracy"	personal				NCSU	Dspace	1840.20/8
"Djemame, Karim"	personal				NCSU	Dspace	1840.20/8
"Djerroud, M."	personal				NCSU	Dspace	1840.20/8
"D'Lima, David"	personal				NCSU	Dspace	1840.20/8
"Dobbernack, R."	personal				NCSU	Dspace	1840.20/8
"Dobbins, G."	personal				NCSU	Dspace	1840.20/8
"Dobmann, G."	personal				NCSU	Dspace	1840.20/8
"Dobo, J."	personal				NCSU	Dspace	1840.20/8
"Dockery, John"	personal				NCSU	Dspace	1840.20/8
"Dodd, Ryan"	personal				NCSU	Dspace	1840.20/8
"Dodds, K. G."	personal				NCSU	Dspace	1840.20/8
"Dodson, Joe A., Jr."	personal				NCSU	Dspace	1840.20/8
"Dodunekova, Rossitza"	personal				NCSU	Dspace	1840.20/8
"Doering, Otto C., III"	personal				NCSU	Dspace	1840.20/8
"Doering, R. D."	personal				NCSU	Dspace	1840.20/8
"Doerschuk, Peter C."	personal				NCSU	Dspace	1840.20/8
"Doherty, M. E."	personal				NCSU	Dspace	1840.20/8
"Dohse, Lotha Albrecht"	personal				NCSU	Dspace	1840.20/8
"Dolenkhy, Bernhard"	personal				NCSU	Dspace	1840.20/8
"Dolensky, B."	personal				NCSU	Dspace	1840.20/8
"Domaschke, Joerg"	personal				NCSU	Dspace	1840.20/8
"Dombrowski, Amelia"	personal				NCSU	Dspace	1840.20/8
"Dombrowski, Ron"	personal				NCSU	Dspace	1840.20/8
"Dominguez, Luis V."	personal				NCSU	Dspace	1840.20/8
"Dominiak, Kenneth E."	personal				NCSU	Dspace	1840.20/8
"Dominici, Francesca"	personal				NCSU	Dspace	1840.20/8
"Moinereau, Dominique"	personal				NCSU	Dspace	1840.20/8
"Donaghey, Charles E."	personal				NCSU	Dspace	1840.20/8
"Donahue, Cindy A."	personal				NCSU	Dspace	1840.20/8
"Donahue, Darrell W."	personal				NCSU	Dspace	1840.20/8
"Donahue, J.M."	personal				NCSU	Dspace	1840.20/8
"Moore, Donald P."	personal				NCSU	Dspace	1840.20/8
"Donald, Deidra L."	personal				NCSU	Dspace	1840.20/8
"Dong, Jianling"	personal				NCSU	Dspace	1840.20/8
"Dong, D."	personal				NCSU	Dspace	1840.20/8
"Donnelan, M. M."	personal				NCSU	Dspace	1840.20/8
"Donnelly, J.M."	personal				NCSU	Dspace	1840.20/8
"Donnelly, J.R."	personal				NCSU	Dspace	1840.20/8
"Donnelly, Thomas G."	personal				NCSU	Dspace	1840.20/8
"Donoghue, Joseph"	personal				NCSU	Dspace	1840.20/8
"Donohue, Joan M."	personal				NCSU	Dspace	1840.20/8
"Donomae, T."	personal				NCSU	Dspace	1840.20/8
"Donore, A.M."	personal				NCSU	Dspace	1840.20/8
"Yoon, Doo-Byung"	personal				NCSU	Dspace	1840.20/8
"Dooley, Jim"	personal				NCSU	Dspace	1840.20/8
"Doquet, V."	personal				NCSU	Dspace	1840.20/8
"Dorfman, Merlin"	personal				NCSU	Dspace	1840.20/8
"Dorko, M."	personal				NCSU	Dspace	1840.20/8
"Dorn, Jason L."	personal				NCSU	Dspace	1840.20/8
"Dorofeev, S.B."	personal				NCSU	Dspace	1840.20/8
"Doroshuk, B.W."	personal				NCSU	Dspace	1840.20/8
"Dorrenbacher, John S."	personal				NCSU	Dspace	1840.20/8
"Dorrigo, David"	personal				NCSU	Dspace	1840.20/8
"Dorton, Jennifer"	personal				NCSU	Dspace	1840.20/8
"Dorwarth, Heiko"	personal				NCSU	Dspace	1840.20/8
"Doshi, K. A."	personal				NCSU	Dspace	1840.20/8
"Dost, Martin H."	personal				NCSU	Dspace	1840.20/8
"Dou, Y."	personal				NCSU	Dspace	1840.20/8
"Dougherty, J. J."	personal				NCSU	Dspace	1840.20/8
"Douglas, Bryce"	personal				NCSU	Dspace	1840.20/8
"Douglas, David E."	personal				NCSU	Dspace	1840.20/8
"Douglas, Robert"	personal				NCSU	Dspace	1840.20/8
"Douglass, Gross H."	personal				NCSU	Dspace	1840.20/8
"Douglass, J.T."	personal				NCSU	Dspace	1840.20/8
"Douglass, James Lloyd"	personal				NCSU	Dspace	1840.20/8
"Douglass, John T."	personal				NCSU	Dspace	1840.20/8
"Doukidis, Georgios J."	personal				NCSU	Dspace	1840.20/8
"Doumic, Marie"	personal				NCSU	Dspace	1840.20/8
"Doutriaux, Jerome A."	personal				NCSU	Dspace	1840.20/8
"Douzaki, K."	personal				NCSU	Dspace	1840.20/8
"Dove, Henry G."	personal				NCSU	Dspace	1840.20/8
"Dowlaty, Zubin"	personal				NCSU	Dspace	1840.20/8
"Dowling, Thomas A."	personal				NCSU	Dspace	1840.20/8
"Downey, Patrick R."	personal				NCSU	Dspace	1840.20/8
"Downham, D. Y."	personal				NCSU	Dspace	1840.20/8
"Downs, H. Robert"	personal				NCSU	Dspace	1840.20/8
"Doyle, Jon"	personal				NCSU	Dspace	1840.20/8
"Doyle, Martin W."	personal				NCSU	Dspace	1840.20/8
"Doz, G.N."	personal				NCSU	Dspace	1840.20/8
"Doz, Graciela Nora"	personal				NCSU	Dspace	1840.20/8
"Dozaki, K."	personal				NCSU	Dspace	1840.20/8
"Dozaki. K., Wada. H.. Hirayama. H."	personal				NCSU	Dspace	1840.20/8
"Dr. A Murali.Krishna,Babita Sah"	personal				NCSU	Dspace	1840.20/8
"Draeger, Margaret A."	personal				NCSU	Dspace	1840.20/8
"Dragunov, Y.G."	personal				NCSU	Dspace	1840.20/8
"Dragunov, Yu.G."	personal				NCSU	Dspace	1840.20/8
"Drakaliev, P."	personal				NCSU	Dspace	1840.20/8
"Drake, G.R."	personal				NCSU	Dspace	1840.20/8
"Drake, Glenn"	personal				NCSU	Dspace	1840.20/8
"Drake, Glenn R."	personal				NCSU	Dspace	1840.20/8
"Dranchenko, V.V."	personal				NCSU	Dspace	1840.20/8
"Draper, Norman"	personal				NCSU	Dspace	1840.20/8
"Draughn, Michael K."	personal				NCSU	Dspace	1840.20/8
"Drazovich, Robert J."	personal				NCSU	Dspace	1840.20/8
"Drepper, Friedhelm"	personal				NCSU	Dspace	1840.20/8
"Dressing, Steven A."	personal				NCSU	Dspace	1840.20/8
"Drevna, M. J."	personal				NCSU	Dspace	1840.20/8
"Drevna, M.J."	personal				NCSU	Dspace	1840.20/8
"Drevna, Michael J."	personal				NCSU	Dspace	1840.20/8
"Drew, D."	personal				NCSU	Dspace	1840.20/8
"Drew, D. R."	personal				NCSU	Dspace	1840.20/8
"Drew, Donald R."	personal				NCSU	Dspace	1840.20/8
"Drew, Philip D."	personal				NCSU	Dspace	1840.20/8
"Drexel, Peter"	personal				NCSU	Dspace	1840.20/8
"Driskell, Mary K."	personal				NCSU	Dspace	1840.20/8
"Drolet, Jocelyn R."	personal				NCSU	Dspace	1840.20/8
"Dromerhauser, Richard J."	personal				NCSU	Dspace	1840.20/8
"Droste, B."	personal				NCSU	Dspace	1840.20/8
"Drozella, Holger"	personal				NCSU	Dspace	1840.20/8
"Drubay, B."	personal				NCSU	Dspace	1840.20/8
"Drummey, Patricia N."	personal				NCSU	Dspace	1840.20/8
"Drummond, Douglas J."	personal				NCSU	Dspace	1840.20/8
"Drury, C."	personal				NCSU	Dspace	1840.20/8
"Drury, Catherine E."	personal				NCSU	Dspace	1840.20/8
"Drynan, Ross G."	personal				NCSU	Dspace	1840.20/8
"D'Silva, Vijay"	personal				NCSU	Dspace	1840.20/8
"D'Souza, Kelwyn A."	personal				NCSU	Dspace	1840.20/8
"Du, Wenliang"	personal				NCSU	Dspace	1840.20/8
"Dube, Tina J."	personal				NCSU	Dspace	1840.20/8
"Dubik, Henrik"	personal				NCSU	Dspace	1840.20/8
"DuBois, Donald F."	personal				NCSU	Dspace	1840.20/8
"Dubon, Lydia P."	personal				NCSU	Dspace	1840.20/8
"Duc, B."	personal				NCSU	Dspace	1840.20/8
"Duchon, N.B."	personal				NCSU	Dspace	1840.20/8
"Duckworth, Owen"	personal				NCSU	Dspace	1840.20/8
"Ducoste, Joel J."	personal				NCSU	Dspace	1840.20/8
"Ducot, E.R."	personal				NCSU	Dspace	1840.20/8
"Duda, Fernando Pereira"	personal				NCSU	Dspace	1840.20/8
"Duda, James W."	personal				NCSU	Dspace	1840.20/8
"Dudewicz, Edward"	personal				NCSU	Dspace	1840.20/8
"Dudewicz, Edward J."	personal				NCSU	Dspace	1840.20/8
"Dudley, Leigh-Ann"	personal				NCSU	Dspace	1840.20/8
"Dudley, T. W."	personal				NCSU	Dspace	1840.20/8
"Duel-Hallen, Alexandra"	personal				NCSU	Dspace	1840.20/8
"Duernberger, Kimberley"	personal				NCSU	Dspace	1840.20/8
"Duersch, Ralph R."	personal				NCSU	Dspace	1840.20/8
"Dueymes, E."	personal				NCSU	Dspace	1840.20/8
"Dueymes, M."	personal				NCSU	Dspace	1840.20/8
"Duff, J."	personal				NCSU	Dspace	1840.20/8
"Duff, Jason"	personal				NCSU	Dspace	1840.20/8
"Duffey, T.A."	personal				NCSU	Dspace	1840.20/8
"Duffy, M.A."	personal				NCSU	Dspace	1840.20/8
"Duffy, V.G."	personal				NCSU	Dspace	1840.20/8
"Dufresne, Daniel"	personal				NCSU	Dspace	1840.20/8
"Duhl, B.Z."	personal				NCSU	Dspace	1840.20/8
"Dukes, James C."	personal				NCSU	Dspace	1840.20/8
"Duket, Steven D."	personal				NCSU	Dspace	1840.20/8
"Dulberg, Martin S."	personal				NCSU	Dspace	1840.20/8
"Dulchinos, P."	personal				NCSU	Dspace	1840.20/8
"Dullum, Lisa Marie"	personal				NCSU	Dspace	1840.20/8
"Dumas, Richard K."	personal				NCSU	Dspace	1840.20/8
"Dumas, Sophie"	personal				NCSU	Dspace	1840.20/8
"Dumont, Dominique"	personal				NCSU	Dspace	1840.20/8
"Dumund, Melissa"	personal				NCSU	Dspace	1840.20/8
"Dunbar, Lauren P."	personal				NCSU	Dspace	1840.20/8
"Duncan, David B."	personal				NCSU	Dspace	1840.20/8
"Duncan, George A."	personal				NCSU	Dspace	1840.20/8
"Duncan, John"	personal				NCSU	Dspace	1840.20/8
"Dundulis, G."	personal				NCSU	Dspace	1840.20/8
"Dundulis, Gintautas"	personal				NCSU	Dspace	1840.20/8
"Dunkin, Ann"	personal				NCSU	Dspace	1840.20/8
"Dunn, Samuel J."	personal				NCSU	Dspace	1840.20/8
"Dunnigan, James F."	personal				NCSU	Dspace	1840.20/8
"Dunshi, X."	personal				NCSU	Dspace	1840.20/8
"Dunson, David B."	personal				NCSU	Dspace	1840.20/8
"Duong, Nguyen"	personal				NCSU	Dspace	1840.20/8
"Dupuy, A."	personal				NCSU	Dspace	1840.20/8
"Duque, Joaquim"	personal				NCSU	Dspace	1840.20/8
"Duquette, William H."	personal				NCSU	Dspace	1840.20/8
"Durbin, J."	personal				NCSU	Dspace	1840.20/8
"Durbin, James"	personal				NCSU	Dspace	1840.20/8
"Durell, Gregory S."	personal				NCSU	Dspace	1840.20/8
"Duretz, Ch."	personal				NCSU	Dspace	1840.20/8
"Durham, James D."	personal				NCSU	Dspace	1840.20/8
"Durso, S. R."	personal				NCSU	Dspace	1840.20/8
"Durst, Mark J."	personal				NCSU	Dspace	1840.20/8
"Vincour, Dusan"	personal				NCSU	Dspace	1840.20/8
"Duse, Manoj N."	personal				NCSU	Dspace	1840.20/8
"Dusi, A."	personal				NCSU	Dspace	1840.20/8
"Dutta, B. K."	personal				NCSU	Dspace	1840.20/8
"Dutta, B.K."	personal				NCSU	Dspace	1840.20/8
"Dutta, Kalyan"	personal				NCSU	Dspace	1840.20/8
"Dutta, Rudra"	personal				NCSU	Dspace	1840.20/8
"Dutton, John M."	personal				NCSU	Dspace	1840.20/8
"Duva, John Mark"	personal				NCSU	Dspace	1840.20/8
"Dwarkadas, S."	personal				NCSU	Dspace	1840.20/8
"Dwass, Meyer"	personal				NCSU	Dspace	1840.20/8
"Dwekat, Zyad Ahmad"	personal				NCSU	Dspace	1840.20/8
"Dwivedy, Keshab K."	personal				NCSU	Dspace	1840.20/8
"Dwyer, Gary"	personal				NCSU	Dspace	1840.20/8
"Dwyer, Rex A."	personal				NCSU	Dspace	1840.20/8
"Dyal, James O."	personal				NCSU	Dspace	1840.20/8
"Dyble, Julianne"	personal				NCSU	Dspace	1840.20/8
"Dyck, Harold"	personal				NCSU	Dspace	1840.20/8
"Dykstra, Michael J."	personal				NCSU	Dspace	1840.20/8
"Dynis, Jack"	personal				NCSU	Dspace	1840.20/8
"Dzhondzhorov, P.A."	personal				NCSU	Dspace	1840.20/8
"Dzhupanov, V.A."	personal				NCSU	Dspace	1840.20/8
"Dzubow, Steven R."	personal				NCSU	Dspace	1840.20/8
"Eager, E."	personal				NCSU	Dspace	1840.20/8
"Eager, Eden T."	personal				NCSU	Dspace	1840.20/8
"Earle, N. J."	personal				NCSU	Dspace	1840.20/8
"Earle, Nancy J."	personal				NCSU	Dspace	1840.20/8
"Earnshaw, Richard W."	personal				NCSU	Dspace	1840.20/8
"Earp, Julia B."	personal				NCSU	Dspace	1840.20/8
"Easter, Bill H."	personal				NCSU	Dspace	1840.20/8
"Eaton, Donald R."	personal				NCSU	Dspace	1840.20/8
"Ebeling, Charles E."	personal				NCSU	Dspace	1840.20/8
"Ebeling, D. G."	personal				NCSU	Dspace	1840.20/8
"Roos, Eberhard"	personal				NCSU	Dspace	1840.20/8
"Eberhardt, A."	personal				NCSU	Dspace	1840.20/8
"Eberle, F."	personal				NCSU	Dspace	1840.20/8
"Ebersohl, Richard Jr"	personal				NCSU	Dspace	1840.20/8
"Ebert, Ronald J."	personal				NCSU	Dspace	1840.20/8
"Ebisawa, K."	personal				NCSU	Dspace	1840.20/8
"Ebrahimi, Nader"	personal				NCSU	Dspace	1840.20/8
"Eby, Lisa"	personal				NCSU	Dspace	1840.20/8
"Eckersley, Carol"	personal				NCSU	Dspace	1840.20/8
"Economos, A.M."	personal				NCSU	Dspace	1840.20/8
"Edelman, David Anthony"	personal				NCSU	Dspace	1840.20/8
"Eder, B. K."	personal				NCSU	Dspace	1840.20/8
"Edgecomb, Gordon D."	personal				NCSU	Dspace	1840.20/8
"Edgmon, Terry D."	personal				NCSU	Dspace	1840.20/8
"Edmonds, B. Jr."	personal				NCSU	Dspace	1840.20/8
"Edwards, Brenda K."	personal				NCSU	Dspace	1840.20/8
"Edwards, Erick B."	personal				NCSU	Dspace	1840.20/8
"Edwards, John S."	personal				NCSU	Dspace	1840.20/8
"Edwards, Kathleen"	personal				NCSU	Dspace	1840.20/8
"Edwards, Lloyd J."	personal				NCSU	Dspace	1840.20/8
"Edwards, Olivia"	personal				NCSU	Dspace	1840.20/8
"Edwards, Sam A."	personal				NCSU	Dspace	1840.20/8
"Edwards, Suzanne"	personal				NCSU	Dspace	1840.20/8
"Eerikainen, L."	personal				NCSU	Dspace	1840.20/8
"Ege, Raimund K."	personal				NCSU	Dspace	1840.20/8
"Eggers, Susan J."	personal				NCSU	Dspace	1840.20/8
"Eglese, Richard W."	personal				NCSU	Dspace	1840.20/8
"Eguchi, Y."	personal				NCSU	Dspace	1840.20/8
"Ehrhardt, I."	personal				NCSU	Dspace	1840.20/8
"Ehrlich, Julie N."	personal				NCSU	Dspace	1840.20/8
"Ehrnsten, Ulla"	personal				NCSU	Dspace	1840.20/8
"Eibl, J."	personal				NCSU	Dspace	1840.20/8
"Eichhorn, Scott"	personal				NCSU	Dspace	1840.20/8
