name	name_type	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Ressler, Richard L."	personal				NCSU	Dspace	1840.20/8
"Rettenmayer, John W."	personal				NCSU	Dspace	1840.20/8
"Reuchlein, R."	personal				NCSU	Dspace	1840.20/8
"Reust, Janet S."	personal				NCSU	Dspace	1840.20/8
"Reutter, Juan"	personal				NCSU	Dspace	1840.20/8
"Revaud, Daniel"	personal				NCSU	Dspace	1840.20/8
"ReVelle, Charles S."	personal				NCSU	Dspace	1840.20/8
"Revesz, Zsolt"	personal				NCSU	Dspace	1840.20/8
"Revicki, D.A."	personal				NCSU	Dspace	1840.20/8
"Revo, Lawrence Todd"	personal				NCSU	Dspace	1840.20/8
"Reyes, Eric M."	personal				NCSU	Dspace	1840.20/8
"Reyes, M. Florencia"	personal				NCSU	Dspace	1840.20/8
"Reynolds, John"	personal				NCSU	Dspace	1840.20/8
"Reynolds, John H."	personal				NCSU	Dspace	1840.20/8
"Reynolds, Paul"	personal				NCSU	Dspace	1840.20/8
"Reynolds, Paul F., Jr."	personal				NCSU	Dspace	1840.20/8
"Reynouard, J.M."	personal				NCSU	Dspace	1840.20/8
"Rezaei, Arash"	personal				NCSU	Dspace	1840.20/8
"Rezaei, H."	personal				NCSU	Dspace	1840.20/8
"Rger, Michael"	personal				NCSU	Dspace	1840.20/8
"Rhame, Kenneth"	personal				NCSU	Dspace	1840.20/8
"Rhee, Injong"	personal				NCSU	Dspace	1840.20/8
"Rhee, Young"	personal				NCSU	Dspace	1840.20/8
"Rhee, Zongmyung"	personal				NCSU	Dspace	1840.20/8
"Rhim, Hong-Chul"	personal				NCSU	Dspace	1840.20/8
"Rhodes, Victor"	personal				NCSU	Dspace	1840.20/8
"Rhyne, Alfred Leonard"	personal				NCSU	Dspace	1840.20/8
"Rhyne, George W."	personal				NCSU	Dspace	1840.20/8
"Rhyne, Theresa-Marie"	personal				NCSU	Dspace	1840.20/8
"Riaz, Maria"	personal				NCSU	Dspace	1840.20/8
"Ribas Silva, M."	personal				NCSU	Dspace	1840.20/8
"Ribeiro, J.L.D."	personal				NCSU	Dspace	1840.20/8
"Ricciardi, Luigi"	personal				NCSU	Dspace	1840.20/8
"Riccio, Lucius J."	personal				NCSU	Dspace	1840.20/8
"Rice, Connor"	personal				NCSU	Dspace	1840.20/8
"Rice, John C."	personal				NCSU	Dspace	1840.20/8
"Rice, Robert W."	personal				NCSU	Dspace	1840.20/8
"Rich, David O."	personal				NCSU	Dspace	1840.20/8
"Richard, John H."	personal				NCSU	Dspace	1840.20/8
"Richards, Donald St. P."	personal				NCSU	Dspace	1840.20/8
"Richards, J. E."	personal				NCSU	Dspace	1840.20/8
"Richards, Paul B."	personal				NCSU	Dspace	1840.20/8
"Richards, Rowland Jr."	personal				NCSU	Dspace	1840.20/8
"Richardson, Curtis J."	personal				NCSU	Dspace	1840.20/8
"Richardson, Wilkey"	personal				NCSU	Dspace	1840.20/8
"Richardson, Wyman"	personal				NCSU	Dspace	1840.20/8
"Richie, Charles G."	personal				NCSU	Dspace	1840.20/8
"Richter, D. D."	personal				NCSU	Dspace	1840.20/8
"Richter, D. L."	personal				NCSU	Dspace	1840.20/8
"Richter, Michael"	personal				NCSU	Dspace	1840.20/8
"Ricketts, Matt"	personal				NCSU	Dspace	1840.20/8
"Ricotti, Marco E."	personal				NCSU	Dspace	1840.20/8
"Riddick, James A."	personal				NCSU	Dspace	1840.20/8
"Riddle, Michael LeRoy"	personal				NCSU	Dspace	1840.20/8
"Rider, Janet"	personal				NCSU	Dspace	1840.20/8
"Ridgway, Linda S."	personal				NCSU	Dspace	1840.20/8
"Rieger, Harden"	personal				NCSU	Dspace	1840.20/8
"Rienhold, Angella C."	personal				NCSU	Dspace	1840.20/8
"Riera, Francisco"	personal				NCSU	Dspace	1840.20/8
"Riera, J."	personal				NCSU	Dspace	1840.20/8
"Riera, J.D."	personal				NCSU	Dspace	1840.20/8
"Riesch-Oppermann, H."	personal				NCSU	Dspace	1840.20/8
"Riesen, Rolf"	personal				NCSU	Dspace	1840.20/8
"Riffe, Scott E."	personal				NCSU	Dspace	1840.20/8
"Rigaudeau, J."	personal				NCSU	Dspace	1840.20/8
"Riggin, R. D."	personal				NCSU	Dspace	1840.20/8
"Riggs, Stan"	personal				NCSU	Dspace	1840.20/8
"Rightley, Gina S."	personal				NCSU	Dspace	1840.20/8
"Rigney, Jackson A."	personal				NCSU	Dspace	1840.20/8
"Riihimaki, Vesa"	personal				NCSU	Dspace	1840.20/8
"Rinnovatore, K."	personal				NCSU	Dspace	1840.20/8
"Rintamaa, R."	personal				NCSU	Dspace	1840.20/8
"Riou, B."	personal				NCSU	Dspace	1840.20/8
"Rippenhagen, Clay"	personal				NCSU	Dspace	1840.20/8
"Rising, Edward J."	personal				NCSU	Dspace	1840.20/8
"Ritter, Klaus-Christoph"	personal				NCSU	Dspace	1840.20/8
"Rivaud, Juan"	personal				NCSU	Dspace	1840.20/8
"Rivera, Camille"	personal				NCSU	Dspace	1840.20/8
"Rivera, Jim"	personal				NCSU	Dspace	1840.20/8
"Riviere, Jim E."	personal				NCSU	Dspace	1840.20/8
"Rizkalla, Sami H."	personal				NCSU	Dspace	1840.20/8
"Rizzo, William M."	personal				NCSU	Dspace	1840.20/8
"Ro, Chuel Woo"	personal				NCSU	Dspace	1840.20/8
"Roark, Lance M."	personal				NCSU	Dspace	1840.20/8
"Robarge, Wayne P."	personal				NCSU	Dspace	1840.20/8
"Robbins, Danielle"	personal				NCSU	Dspace	1840.20/8
"Robbins, Herbert"	personal				NCSU	Dspace	1840.20/8
"Roberts, A.C."	personal				NCSU	Dspace	1840.20/8
"Roberts, B. F."	personal				NCSU	Dspace	1840.20/8
"Roberts, Barbara H."	personal				NCSU	Dspace	1840.20/8
"Roberts, Charles DeWitt"	personal				NCSU	Dspace	1840.20/8
"Roberts, Chell A."	personal				NCSU	Dspace	1840.20/8
"Roberts, David L."	personal				NCSU	Dspace	1840.20/8
"Roberts, Glenn F."	personal				NCSU	Dspace	1840.20/8
"Roberts, J. Steven"	personal				NCSU	Dspace	1840.20/8
"Roberts, Mark S."	personal				NCSU	Dspace	1840.20/8
"Roberts, Robert S."	personal				NCSU	Dspace	1840.20/8
"Roberts, S.D."	personal				NCSU	Dspace	1840.20/8
"Roberts, Stephen D."	personal				NCSU	Dspace	1840.20/8
"Robertson, C. A."	personal				NCSU	Dspace	1840.20/8
"Robertson, K."	personal				NCSU	Dspace	1840.20/8
"Robertson, Tim"	personal				NCSU	Dspace	1840.20/8
"Robey, Thomas B."	personal				NCSU	Dspace	1840.20/8
"Robillard, P."	personal				NCSU	Dspace	1840.20/8
"Robillard, Pierre"	personal				NCSU	Dspace	1840.20/8
"Robin, Vincent"	personal				NCSU	Dspace	1840.20/8
"Robinson, A. P."	personal				NCSU	Dspace	1840.20/8
"Robinson, Brian"	personal				NCSU	Dspace	1840.20/8
"Robinson, D."	personal				NCSU	Dspace	1840.20/8
"Robinson, F. H."	personal				NCSU	Dspace	1840.20/8
"Robinson, Gerald L."	personal				NCSU	Dspace	1840.20/8
"Robinson, H. F."	personal				NCSU	Dspace	1840.20/8
"Robinson, Ira E."	personal				NCSU	Dspace	1840.20/8
"Robinson, J.N."	personal				NCSU	Dspace	1840.20/8
"Robinson, James N."	personal				NCSU	Dspace	1840.20/8
"Robinson, Jennifer"	personal				NCSU	Dspace	1840.20/8
"Robinson, Jennifer K."	personal				NCSU	Dspace	1840.20/8
"Robinson, Kevin G."	personal				NCSU	Dspace	1840.20/8
"Robinson, P. J."	personal				NCSU	Dspace	1840.20/8
"Robinson, Peter"	personal				NCSU	Dspace	1840.20/8
"Robinson, Peter J."	personal				NCSU	Dspace	1840.20/8
"Robinson, Philip E."	personal				NCSU	Dspace	1840.20/8
"Robinson, S.M."	personal				NCSU	Dspace	1840.20/8
"Robinson, Stephen L."	personal				NCSU	Dspace	1840.20/8
"Robinson, Stephen M."	personal				NCSU	Dspace	1840.20/8
"Robinson, Stewart"	personal				NCSU	Dspace	1840.20/8
"Robson, D. S."	personal				NCSU	Dspace	1840.20/8
"Robu, Constantin"	personal				NCSU	Dspace	1840.20/8
"Rocco, R.E."	personal				NCSU	Dspace	1840.20/8
"Rocha, M.M."	personal				NCSU	Dspace	1840.20/8
"Roche, Anne C."	personal				NCSU	Dspace	1840.20/8
"Roche, Thomas R."	personal				NCSU	Dspace	1840.20/8
"Rochon, James"	personal				NCSU	Dspace	1840.20/8
"Roderick, Paul"	personal				NCSU	Dspace	1840.20/8
"Rodgers, Ralph v."	personal				NCSU	Dspace	1840.20/8
"Rodman, Robert"	personal				NCSU	Dspace	1840.20/8
"Suanno, Rodolfo"	personal				NCSU	Dspace	1840.20/8
"Rodrigues, A.G."	personal				NCSU	Dspace	1840.20/8
"Rodrigues, Flavio"	personal				NCSU	Dspace	1840.20/8
"Rodrigues, Paulo"	personal				NCSU	Dspace	1840.20/8
"Rodriguez, German"	personal				NCSU	Dspace	1840.20/8
"Rodriguez, Luis C."	personal				NCSU	Dspace	1840.20/8
"Rodriguez, Ramon"	personal				NCSU	Dspace	1840.20/8
"Rodriguez, Robert N."	personal				NCSU	Dspace	1840.20/8
"Rodriguez, Samuel L."	personal				NCSU	Dspace	1840.20/8
"Roedig, M."	personal				NCSU	Dspace	1840.20/8
"Roenigk, Dale J."	personal				NCSU	Dspace	1840.20/8
"Roesser, Robert P."	personal				NCSU	Dspace	1840.20/8
"Rogers, Charles N."	personal				NCSU	Dspace	1840.20/8
"Rogers, Dana B."	personal				NCSU	Dspace	1840.20/8
"Rogers, John S."	personal				NCSU	Dspace	1840.20/8
"Rogers, Paul"	personal				NCSU	Dspace	1840.20/8
"Rogers, R. C."	personal				NCSU	Dspace	1840.20/8
"Rogers, R.V."	personal				NCSU	Dspace	1840.20/8
"Rogers, Ralph V."	personal				NCSU	Dspace	1840.20/8
"Rogers, W. J."	personal				NCSU	Dspace	1840.20/8
"Roggendorff, David"	personal				NCSU	Dspace	1840.20/8
"Rogin, Lee"	personal				NCSU	Dspace	1840.20/8
"Roginsky, Allen Leonid"	personal				NCSU	Dspace	1840.20/8
"Roglans, J."	personal				NCSU	Dspace	1840.20/8
"Rogov, M.F."	personal				NCSU	Dspace	1840.20/8
"Rohde, Charles A."	personal				NCSU	Dspace	1840.20/8
"Rohrbough, Mark C."	personal				NCSU	Dspace	1840.20/8
"Rohrer, M."	personal				NCSU	Dspace	1840.20/8
"Rohrer, Mathew W."	personal				NCSU	Dspace	1840.20/8
"Rohrer, Matt"	personal				NCSU	Dspace	1840.20/8
"Rohrer, Matthew"	personal				NCSU	Dspace	1840.20/8
"Rohrer, Matthew W."	personal				NCSU	Dspace	1840.20/8
"Rohs, Chuck"	personal				NCSU	Dspace	1840.20/8
"Roland, Ellen"	personal				NCSU	Dspace	1840.20/8
"Roland, Ronald J."	personal				NCSU	Dspace	1840.20/8
"Roleder, Alexander J."	personal				NCSU	Dspace	1840.20/8
"Rolen, R."	personal				NCSU	Dspace	1840.20/8
"Rolf, Hahn"	personal				NCSU	Dspace	1840.20/8
"Rolston, L. J."	personal				NCSU	Dspace	1840.20/8
"Rolston, Laurie J."	personal				NCSU	Dspace	1840.20/8
"Romanksi, Autumn"	personal				NCSU	Dspace	1840.20/8
"Romanovsky, V."	personal				NCSU	Dspace	1840.20/8
"Romeu, Jorge Luis"	personal				NCSU	Dspace	1840.20/8
"Ronngren, R."	personal				NCSU	Dspace	1840.20/8
"Ronngren, Robert"	personal				NCSU	Dspace	1840.20/8
"Rooks, Michael"	personal				NCSU	Dspace	1840.20/8
"Roose, Dirk"	personal				NCSU	Dspace	1840.20/8
"Rootenberg, Jacob"	personal				NCSU	Dspace	1840.20/8
"Rootzen, Holger"	personal				NCSU	Dspace	1840.20/8
"Rosario, L."	personal				NCSU	Dspace	1840.20/8
"Rose, L.L."	personal				NCSU	Dspace	1840.20/8
"Rose, Lawrence L."	personal				NCSU	Dspace	1840.20/8
"Rose, Oliver"	personal				NCSU	Dspace	1840.20/8
"Rosello, Isis D."	personal				NCSU	Dspace	1840.20/8
"Rosen, I. G."	personal				NCSU	Dspace	1840.20/8
"Rosenbaum, David"	personal				NCSU	Dspace	1840.20/8
"Rosenberg, Eric S."	personal				NCSU	Dspace	1840.20/8
"Rosenberg, Linda H."	personal				NCSU	Dspace	1840.20/8
"Rosenberger, W. F."	personal				NCSU	Dspace	1840.20/8
"Rosenblatt, Joan Raup"	personal				NCSU	Dspace	1840.20/8
"Rosenfield, A."	personal				NCSU	Dspace	1840.20/8
"Rosenheim, J. A."	personal				NCSU	Dspace	1840.20/8
"Rosenthal, Paul H."	personal				NCSU	Dspace	1840.20/8
"Rosenwinkel, Maureen T."	personal				NCSU	Dspace	1840.20/8
"Rosinski, Stan"	personal				NCSU	Dspace	1840.20/8
"Roske, Vincent P., Jr."	personal				NCSU	Dspace	1840.20/8
"Ross, C."	personal				NCSU	Dspace	1840.20/8
"Ross, D.W."	personal				NCSU	Dspace	1840.20/8
"Ross, Eberhard"	personal				NCSU	Dspace	1840.20/8
"Ross, Keith W."	personal				NCSU	Dspace	1840.20/8
"Ross, Sharon M."	personal				NCSU	Dspace	1840.20/8
"Ross, T.L."	personal				NCSU	Dspace	1840.20/8
"Rossetti, Manuel D."	personal				NCSU	Dspace	1840.20/8
"Rossi, Peter E."	personal				NCSU	Dspace	1840.20/8
"Rostasy, F.S."	personal				NCSU	Dspace	1840.20/8
"Roston, Jeremy"	personal				NCSU	Dspace	1840.20/8
"Rota, Gian-Carlo"	personal				NCSU	Dspace	1840.20/8
"Rotblatt, Dan"	personal				NCSU	Dspace	1840.20/8
"Rotella, Pete"	personal				NCSU	Dspace	1840.20/8
"Rotenberg, Eric"	personal				NCSU	Dspace	1840.20/8
"Roth, Emily"	personal				NCSU	Dspace	1840.20/8
"Roth, M. G."	personal				NCSU	Dspace	1840.20/8
"Roth, Mark A."	personal				NCSU	Dspace	1840.20/8
"Roth, Paul F."	personal				NCSU	Dspace	1840.20/8
"Roth, Philip C."	personal				NCSU	Dspace	1840.20/8
"Rothberg, Robin"	personal				NCSU	Dspace	1840.20/8
"Rothenberg, Jeff"	personal				NCSU	Dspace	1840.20/8
"Rothenburg, Jeff"	personal				NCSU	Dspace	1840.20/8
"Rothkopf, Michael"	personal				NCSU	Dspace	1840.20/8
"Rothman,   R.L."	personal				NCSU	Dspace	1840.20/8
"Rothman, Nat"	personal				NCSU	Dspace	1840.20/8
"Rougier, Y."	personal				NCSU	Dspace	1840.20/8
"Rountree, Barry"	personal				NCSU	Dspace	1840.20/8
"Rourke, T. A."	personal				NCSU	Dspace	1840.20/8
"Rouskas, George N."	personal				NCSU	Dspace	1840.20/8
"Rousseau, Glenn G."	personal				NCSU	Dspace	1840.20/8
"Roussel, G."	personal				NCSU	Dspace	1840.20/8
"Rovira, Margarita"	personal				NCSU	Dspace	1840.20/8
"Rowe, W.D."	personal				NCSU	Dspace	1840.20/8
"Rowny, Jakob G."	personal				NCSU	Dspace	1840.20/8
"Roy, Anindya"	personal				NCSU	Dspace	1840.20/8
"Roy, Baidya N."	personal				NCSU	Dspace	1840.20/8
"Roy, Denise V."	personal				NCSU	Dspace	1840.20/8
"Roy, J."	personal				NCSU	Dspace	1840.20/8
"Roy, Marie-Claude"	personal				NCSU	Dspace	1840.20/8
"Roy, S. N."	personal				NCSU	Dspace	1840.20/8
"Roy, S.C."	personal				NCSU	Dspace	1840.20/8
"Roy, Subhas"	personal				NCSU	Dspace	1840.20/8
"Royal, T. A."	personal				NCSU	Dspace	1840.20/8
"Royall, Dan"	personal				NCSU	Dspace	1840.20/8
"Royer, Jack P."	personal				NCSU	Dspace	1840.20/8
"Royl, P."	personal				NCSU	Dspace	1840.20/8
"Royle, J. A."	personal				NCSU	Dspace	1840.20/8
"Rozen, Nicholas E."	personal				NCSU	Dspace	1840.20/8
"Rozenblit, Jerzy W."	personal				NCSU	Dspace	1840.20/8
"Rozina, M.V."	personal				NCSU	Dspace	1840.20/8
"Rozmaryn, Jacob"	personal				NCSU	Dspace	1840.20/8
"Rubal, Matthew"	personal				NCSU	Dspace	1840.20/8
"Rubin, A. R."	personal				NCSU	Dspace	1840.20/8
"Rubin, Jerrold"	personal				NCSU	Dspace	1840.20/8
"Rubin, Paul E."	personal				NCSU	Dspace	1840.20/8
"Rubino, Matt"	personal				NCSU	Dspace	1840.20/8
"Rubinstein, Reuven Y."	personal				NCSU	Dspace	1840.20/8
"Rubio, A. D."	personal				NCSU	Dspace	1840.20/8
"Rubio, D."	personal				NCSU	Dspace	1840.20/8
"Rucinski, Andrzej"	personal				NCSU	Dspace	1840.20/8
"Rucker, David"	personal				NCSU	Dspace	1840.20/8
"Rudder, Charles"	personal				NCSU	Dspace	1840.20/8
"Rudek, Joseph"	personal				NCSU	Dspace	1840.20/8
"Rudemo, Mats"	personal				NCSU	Dspace	1840.20/8
"Rudland, D."	personal				NCSU	Dspace	1840.20/8
"Rudy, John Price"	personal				NCSU	Dspace	1840.20/8
"Ruething, Oliver"	personal				NCSU	Dspace	1840.20/8
"Ruhl, Laura"	personal				NCSU	Dspace	1840.20/8
"Ruiz-Mier, Sergio"	personal				NCSU	Dspace	1840.20/8
"Ruiz-Torres, Alex J."	personal				NCSU	Dspace	1840.20/8
"Ruley, Laura Anne"	personal				NCSU	Dspace	1840.20/8
"Rumekasten, M."	personal				NCSU	Dspace	1840.20/8
"Rummer, Dale I."	personal				NCSU	Dspace	1840.20/8
"Rundlof, M."	personal				NCSU	Dspace	1840.20/8
"Rundren, William P."	personal				NCSU	Dspace	1840.20/8
"Runger, G. C."	personal				NCSU	Dspace	1840.20/8
"Runner, J.A."	personal				NCSU	Dspace	1840.20/8
"Rupe, Jason"	personal				NCSU	Dspace	1840.20/8
"Ruppert, David"	personal				NCSU	Dspace	1840.20/8
"Rushforth, Heather"	personal				NCSU	Dspace	1840.20/8
"Russell, Carol S."	personal				NCSU	Dspace	1840.20/8
"Russell, Dallas W."	personal				NCSU	Dspace	1840.20/8
"Russell, David B."	personal				NCSU	Dspace	1840.20/8
"Russell, Dawn K."	personal				NCSU	Dspace	1840.20/8
"Russell, E. C."	personal				NCSU	Dspace	1840.20/8
"Russell, E.C."	personal				NCSU	Dspace	1840.20/8
"Russell, Edward C."	personal				NCSU	Dspace	1840.20/8
"Rustogi, Sudhir K."	personal				NCSU	Dspace	1840.20/8
"Rutter, E. M."	personal				NCSU	Dspace	1840.20/8
"Rutter, Erica"	personal				NCSU	Dspace	1840.20/8
"Rutter, Kathleen M."	personal				NCSU	Dspace	1840.20/8
"Ruwe, Victor W."	personal				NCSU	Dspace	1840.20/8
"Ruymgaart, F. H."	personal				NCSU	Dspace	1840.20/8
"Ruzek, Leos"	personal				NCSU	Dspace	1840.20/8
"Ryan, Elizabeth A."	personal				NCSU	Dspace	1840.20/8
"Ryan, Joel L."	personal				NCSU	Dspace	1840.20/8
"Ryan, Kevin T."	personal				NCSU	Dspace	1840.20/8
"Ryan, Nora K."	personal				NCSU	Dspace	1840.20/8
"Ryan, Thomas K."	personal				NCSU	Dspace	1840.20/8
"Rychlik, G."	personal				NCSU	Dspace	1840.20/8
"Ryder, John"	personal				NCSU	Dspace	1840.20/8
"Ryu Shimamoto,Yasuo Takenaka"	personal				NCSU	Dspace	1840.20/8
"Ryu, Chung-Hyun"	personal				NCSU	Dspace	1840.20/8
"Ryu, H."	personal				NCSU	Dspace	1840.20/8
"Ryu, Keun H."	personal				NCSU	Dspace	1840.20/8
"Rzasa, Philip V."	personal				NCSU	Dspace	1840.20/8
"Rzhevsky, Vladimir A."	personal				NCSU	Dspace	1840.20/8
"S., Fukuoka"	personal				NCSU	Dspace	1840.20/8
"S., Koyama"	personal				NCSU	Dspace	1840.20/8
"S., Saito"	personal				NCSU	Dspace	1840.20/8
"Short, S.A."	personal				NCSU	Dspace	1840.20/8
"Swamy, S.A."	personal				NCSU	Dspace	1840.20/8
"S.C., Berglas"	personal				NCSU	Dspace	1840.20/8
"S.C., Bhoje"	personal				NCSU	Dspace	1840.20/8
"Kim, S-H."	personal				NCSU	Dspace	1840.20/8
"Shann, S.H."	personal				NCSU	Dspace	1840.20/8
"S.Jalaldeen,P.Selvaraj"	personal				NCSU	Dspace	1840.20/8
"Liu, S-N."	personal				NCSU	Dspace	1840.20/8
"S.P.,"	personal				NCSU	Dspace	1840.20/8
"Saarenheimo, A."	personal				NCSU	Dspace	1840.20/8
"Saari, Jouni"	personal				NCSU	Dspace	1840.20/8
"Sabbah, M. A."	personal				NCSU	Dspace	1840.20/8
"Sabuda, Jerome D."	personal				NCSU	Dspace	1840.20/8
"Saburov, Yu"	personal				NCSU	Dspace	1840.20/8
"Sacerdote, Laura"	personal				NCSU	Dspace	1840.20/8
"Sachs, E. W."	personal				NCSU	Dspace	1840.20/8
"Sadakane, Shigeru"	personal				NCSU	Dspace	1840.20/8
"Sadlowski, Thomas E."	personal				NCSU	Dspace	1840.20/8
"Sadouki, H."	personal				NCSU	Dspace	1840.20/8
"Sadowski, Deborah"	personal				NCSU	Dspace	1840.20/8
"Sadowski, R."	personal				NCSU	Dspace	1840.20/8
"Sadowski, R. P."	personal				NCSU	Dspace	1840.20/8
"Sadowski, R.P."	personal				NCSU	Dspace	1840.20/8
"Sadowski, Randall P."	personal				NCSU	Dspace	1840.20/8
"Sadowski, Randall S."	personal				NCSU	Dspace	1840.20/8
"Sadowsky, John S."	personal				NCSU	Dspace	1840.20/8
"Sadri, F."	personal				NCSU	Dspace	1840.20/8
"Sadri, Fereidoon"	personal				NCSU	Dspace	1840.20/8
"Sagawa, W."	personal				NCSU	Dspace	1840.20/8
"Sage, Andrew P."	personal				NCSU	Dspace	1840.20/8
"Saha, S."	personal				NCSU	Dspace	1840.20/8
"Sahlit, C.L."	personal				NCSU	Dspace	1840.20/8
"Sahlit, Carmen Lucia"	personal				NCSU	Dspace	1840.20/8
"Saia, Jared"	personal				NCSU	Dspace	1840.20/8
"Taheri, Said"	personal				NCSU	Dspace	1840.20/8
"Saikali, Khalil G."	personal				NCSU	Dspace	1840.20/8
"Saikusa, A."	personal				NCSU	Dspace	1840.20/8
"Saikusa, Akio"	personal				NCSU	Dspace	1840.20/8
"Saint-Georges, P."	personal				NCSU	Dspace	1840.20/8
"Saintier, N."	personal				NCSU	Dspace	1840.20/8
"Saito,  Noboru"	personal				NCSU	Dspace	1840.20/8
"Saito, F."	personal				NCSU	Dspace	1840.20/8
"Saito, H."	personal				NCSU	Dspace	1840.20/8
"Saito, K."	personal				NCSU	Dspace	1840.20/8
"Saito, Kiyoshi"	personal				NCSU	Dspace	1840.20/8
"Saito, Koichi"	personal				NCSU	Dspace	1840.20/8
"Saito, M."	personal				NCSU	Dspace	1840.20/8
"Saito, N."	personal				NCSU	Dspace	1840.20/8
"Saito, T."	personal				NCSU	Dspace	1840.20/8
"Saitoh, H."	personal				NCSU	Dspace	1840.20/8
"Saitoh, M."	personal				NCSU	Dspace	1840.20/8
"Saitou, O."	personal				NCSU	Dspace	1840.20/8
"Saka, Anthony A."	personal				NCSU	Dspace	1840.20/8
"Sakaba, H."	personal				NCSU	Dspace	1840.20/8
"Sakai, A."	personal				NCSU	Dspace	1840.20/8
"Sakai, K."	personal				NCSU	Dspace	1840.20/8
"Sakai, T."	personal				NCSU	Dspace	1840.20/8
"Sakamoto, D."	personal				NCSU	Dspace	1840.20/8
"Sakamoto, H."	personal				NCSU	Dspace	1840.20/8
"Sakamoto, Munetaka"	personal				NCSU	Dspace	1840.20/8
"Sakon, T."	personal				NCSU	Dspace	1840.20/8
"Sakuda, H."	personal				NCSU	Dspace	1840.20/8
"Sakuno, K."	personal				NCSU	Dspace	1840.20/8
"Sakurai, Emilia"	personal				NCSU	Dspace	1840.20/8
"Sakurai, K."	personal				NCSU	Dspace	1840.20/8
"Sala, G."	personal				NCSU	Dspace	1840.20/8
"Salah, F:"	personal				NCSU	Dspace	1840.20/8
"Salako, Abimbola"	personal				NCSU	Dspace	1840.20/8
"Salama, Hussein F."	personal				NCSU	Dspace	1840.20/8
"Salama, Ibrahim A."	personal				NCSU	Dspace	1840.20/8
"Salapaka, Murti V."	personal				NCSU	Dspace	1840.20/8
"Salaun, H."	personal				NCSU	Dspace	1840.20/8
"Salazar, A."	personal				NCSU	Dspace	1840.20/8
"Sale, Mary L."	personal				NCSU	Dspace	1840.20/8
"Sale, Michael"	personal				NCSU	Dspace	1840.20/8
"Sale, Michael W."	personal				NCSU	Dspace	1840.20/8
"Saleh, A. K. Md. Ehsanes"	personal				NCSU	Dspace	1840.20/8
"Saliby, Eduardo"	personal				NCSU	Dspace	1840.20/8
"Salinger, A. G."	personal				NCSU	Dspace	1840.20/8
"Salisbury, Marnie R."	personal				NCSU	Dspace	1840.20/8
"Salley, Edward M."	personal				NCSU	Dspace	1840.20/8
"Salmon, D.M."	personal				NCSU	Dspace	1840.20/8
"Salo, T."	personal				NCSU	Dspace	1840.20/8
"Salo, Timo J."	personal				NCSU	Dspace	1840.20/8
"Salt, John D."	personal				NCSU	Dspace	1840.20/8
"Saltelli, Andrea"	personal				NCSU	Dspace	1840.20/8
"Saluti, Dean J."	personal				NCSU	Dspace	1840.20/8
"Salveson, Tom E."	personal				NCSU	Dspace	1840.20/8
"Salzburger, H.-J."	personal				NCSU	Dspace	1840.20/8
"Samad, Abdus"	personal				NCSU	Dspace	1840.20/8
"Samatova, Nagiza"	personal				NCSU	Dspace	1840.20/8
"Sammari, A."	personal				NCSU	Dspace	1840.20/8
"Sammis, Richard A."	personal				NCSU	Dspace	1840.20/8
"Sammons, Stacy M."	personal				NCSU	Dspace	1840.20/8
"Sampath, Sriram"	personal				NCSU	Dspace	1840.20/8
"Sampey, Patrick B."	personal				NCSU	Dspace	1840.20/8
"Sampietri, C."	personal				NCSU	Dspace	1840.20/8
"Sampson, Nancy S."	personal				NCSU	Dspace	1840.20/8
"Samsa, Gregory P."	personal				NCSU	Dspace	1840.20/8
"Samuels, John R., Jr."	personal				NCSU	Dspace	1840.20/8
"Samuels, Michael L."	personal				NCSU	Dspace	1840.20/8
"Samuels, Steven J."	personal				NCSU	Dspace	1840.20/8
"San Juan, Francisco C. Jr."	personal				NCSU	Dspace	1840.20/8
"San Martin, G.E."	personal				NCSU	Dspace	1840.20/8
"Sanchez, Fabio"	personal				NCSU	Dspace	1840.20/8
"Sanchez, P.J."	personal				NCSU	Dspace	1840.20/8
"Sanchez, Paul"	personal				NCSU	Dspace	1840.20/8
"Sanchez, Paul J."	personal				NCSU	Dspace	1840.20/8
"Sanchez, S.M."	personal				NCSU	Dspace	1840.20/8
"Sanchez, Susan M."	personal				NCSU	Dspace	1840.20/8
"Sand, Francis M."	personal				NCSU	Dspace	1840.20/8
"Sandberg, Ulf"	personal				NCSU	Dspace	1840.20/8
"Sandell, Raka"	personal				NCSU	Dspace	1840.20/8
"Sanders, Bruce"	personal				NCSU	Dspace	1840.20/8
"Sanders, D. C."	personal				NCSU	Dspace	1840.20/8
"Sanders, J. L."	personal				NCSU	Dspace	1840.20/8
"Sanders, Jerry L."	personal				NCSU	Dspace	1840.20/8
"Sanders, Leroy C."	personal				NCSU	Dspace	1840.20/8
"Sanders, William H."	personal				NCSU	Dspace	1840.20/8
"Sandstedt, Johan"	personal				NCSU	Dspace	1840.20/8
"Sanfilippo, Marilyn S."	personal				NCSU	Dspace	1840.20/8
"Sang, Janche"	personal				NCSU	Dspace	1840.20/8
"Woo, Sang-Kyun"	personal				NCSU	Dspace	1840.20/8
"Sanjeevan, Vasant"	personal				NCSU	Dspace	1840.20/8
"Sankarasubramanian, A."	personal				NCSU	Dspace	1840.20/8
"SanMateo, Amado"	personal				NCSU	Dspace	1840.20/8
