name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	Institution	source_system	collection	source					
North Carolina State University. Division of Continuing Education	corporate				https://lccn.loc.gov/no2011181531	NCSU	ArchivesSpace		lcnaf					
International Society of Tropical Foresters. North Carolina State University Chapter	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Libraries -- Professional employees	corporate					NCSU	ArchivesSpace		lcnaf					
Plant Growth Regulator Society of America	corporate				http://lccn.loc.gov/n85825784	NCSU	ArchivesSpace		lcnaf					
Plant Growth Regulator Working Group	corporate				http://lccn.loc.gov/n84137638	NCSU	ArchivesSpace		lcnaf					
Phi Kappa Phi -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina. Governor (1993-2001 : Hunt)	corporate				http://lccn.loc.gov/no99003219	NCSU	ArchivesSpace		lcnaf					
Army Specialized Training Program (U.S.)	corporate				http://lccn.loc.gov/n88120475	NCSU	ArchivesSpace		lcnaf					
Southern Aggregates Inc.	corporate					NCSU	ArchivesSpace		local					
United States. Bureau of Public Roads	corporate				https://lccn.loc.gov/n79042046	NCSU	ArchivesSpace		lcnaf					
United States. Public Roads Administration	corporate				http://lccn.loc.gov/n85245904	NCSU	ArchivesSpace		lcnaf					
American Society of Civil Engineers	corporate				http://lccn.loc.gov/n79023196	NCSU	ArchivesSpace		lcnaf					
American Tractor Company	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. Department of Agricultural Engineering	corporate					NCSU	ArchivesSpace		local					
"Freemasons. Greensboro Lodge, No. 76"	corporate					NCSU	ArchivesSpace		local					
Sigma Alpha Epsilon	corporate				http://lccn.loc.gov/n82005826	NCSU	ArchivesSpace		lcnaf					
Phi Kappa Tau -- History	corporate					NCSU	ArchivesSpace		lcnaf					
"WPTF (Radio station : Raleigh, N.C.)"	corporate				http://lccn.loc.gov/no2002097278	NCSU	ArchivesSpace		lcnaf					
"Raleigh First Baptist Church (Raleigh, N.C.)"	corporate				http://lccn.loc.gov/n92014068	NCSU	ArchivesSpace		lcnaf					
Biltmore Forest School	corporate				http://lccn.loc.gov/no94019385	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Department of Sociology	corporate				http://lccn.loc.gov/n82166543	NCSU	ArchivesSpace		lcnaf					
Alabama College	corporate				http://lccn.loc.gov/n80166751	NCSU	ArchivesSpace		lcnaf					
"University of Arkansas, Fayetteville"	corporate				http://lccn.loc.gov/n81116647	NCSU	ArchivesSpace		lcnaf					
United States. Naval Reserve	corporate				http://lccn.loc.gov/n79063892	NCSU	ArchivesSpace		lcnaf					
North Carolina Federation of Music Clubs	corporate				https://lccn.loc.gov/no2018130554	NCSU	ArchivesSpace		lcnaf					
University of North Carolina at Chapel Hill -- Alumni and alumnae	corporate					NCSU	ArchivesSpace		lcnaf					
"Holy Trinity Lutheran Church (Raleigh, N.C.)"	corporate				http://lccn.loc.gov/no2004056671	NCSU	ArchivesSpace		lcnaf					
North Carolina College Conference	corporate				http://lccn.loc.gov/n00063455	NCSU	ArchivesSpace		lcnaf					
Texas A & M University -- Faculty	corporate					NCSU	ArchivesSpace		lcnaf					
United States. Air Force	corporate				http://lccn.loc.gov/n79126811	NCSU	ArchivesSpace		lcnaf					
United States. Air Force -- Equipment and supplies	corporate					NCSU	ArchivesSpace		lcnaf					
United States. Navy -- Engineering aids	corporate				https://lccn.loc.gov/sh85140906	NCSU	ArchivesSpace		lcnaf					
United States. Army -- Equipment and supplies	corporate					NCSU	ArchivesSpace		lcnaf					
Emery Roth & Sons	corporate				http://lccn.loc.gov/n89610606	NCSU	ArchivesSpace		lcnaf					
"G. Milton Small, Jr. Construction"	corporate					NCSU	ArchivesSpace		local					
Eric G. Flannagan & Sons	corporate					NCSU	ArchivesSpace		local					
Légion d'honneur (France)	corporate				http://lccn.loc.gov/n83197456	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Office of Legal Affairs	corporate					NCSU	ArchivesSpace		local					
Morrow family	agent_family					NCSU	ArchivesSpace		local					
Randolph Family	agent_family					NCSU	ArchivesSpace		local					
Lake Family--Genealogy--North Carolina	agent_family					NCSU	ArchivesSpace		local					
Arey family	agent_family					NCSU	ArchivesSpace		local					
Mattox Family	agent_family					NCSU	ArchivesSpace		local					
Kirkman Family	agent_family					NCSU	ArchivesSpace		local					
Mace Family	agent_family					NCSU	ArchivesSpace		local					
Penn Family	agent_family					NCSU	ArchivesSpace		local					
Black family -- Genealogy -- North Carolina	agent_family					NCSU	ArchivesSpace		local					
Fountain Family--Genealogy	agent_family					NCSU	ArchivesSpace		local					
Taylor family -- Genealogy	agent_family					NCSU	ArchivesSpace		local					
Chan family	agent_family					NCSU	ArchivesSpace		local					
Kelly Family	agent_family					NCSU	ArchivesSpace		local					
Chun Family	agent_family					NCSU	ArchivesSpace		local					
Joyner Family	agent_family					NCSU	ArchivesSpace		local					
Back family	agent_family					NCSU	ArchivesSpace		local					
Backer family	agent_family					NCSU	ArchivesSpace		local					
Council family	agent_family					NCSU	ArchivesSpace		local					
Peele family	agent_family					NCSU	ArchivesSpace		local					
Cannon family	agent_family					NCSU	ArchivesSpace		local					
Chaffin family	agent_family					NCSU	ArchivesSpace		local					
Wheless Family	agent_family					NCSU	ArchivesSpace		local					
Vanderbilt family	agent_family					NCSU	ArchivesSpace		local					
Upchurch Family	agent_family					NCSU	ArchivesSpace		local					
Berkley family -- Genealogy	agent_family					NCSU	ArchivesSpace		local					
Polk Family	agent_family					NCSU	ArchivesSpace		local					
Turrentine Family	agent_family					NCSU	ArchivesSpace		local					
Wall Family	agent_family					NCSU	ArchivesSpace		local					
Schaub Family	agent_family					NCSU	ArchivesSpace		local					
Kennedy Family	agent_family					NCSU	ArchivesSpace		local					
Administrator	personal					NCSU	ArchivesSpace		ingest					
"Bell, Liz"	personal					NCSU	ArchivesSpace		local					
"Barringer, Rufus, 1821-1895"	personal				https://lccn.loc.gov/n88677002	NCSU	ArchivesSpace		lcnaf					
"Benda, N."	personal					NCSU	ArchivesSpace		local					
"Thomas, Richard"	personal					NCSU	ArchivesSpace		local					
"Ray, Tracey E."	personal					NCSU	ArchivesSpace		local					
"Lamond, Sandy"	personal					NCSU	ArchivesSpace		local					
"Rogers, Susan G."	personal					NCSU	ArchivesSpace		local					
"Eisen, Gene"	personal					NCSU	ArchivesSpace		local					
"Turner, Karen"	personal					NCSU	ArchivesSpace		local					
"Massengale, Steve"	personal					NCSU	ArchivesSpace		local					
"Frisch, Sara"	personal					NCSU	ArchivesSpace		local					
"Johnson, Charles M., Mrs."	personal					NCSU	ArchivesSpace		local					
"Gerstel, Dan U."	personal				http://lccn.loc.gov/n80091779	NCSU	ArchivesSpace		lcnaf					
"Moritz, Kathy"	personal					NCSU	ArchivesSpace		local					
"Chang, May"	personal					NCSU	ArchivesSpace		local					
"Brotherton, June"	personal					NCSU	ArchivesSpace		local					
"Howard, Barbara"	personal					NCSU	ArchivesSpace		local					
"Mervin, Kira"	personal					NCSU	ArchivesSpace		local					
"Chisolm-Ubani, Eloise"	personal					NCSU	ArchivesSpace		local					
"McBlief, Kathi"	personal					NCSU	ArchivesSpace		local					
"Ryan, Kate"	personal				http://lccn.loc.gov/no2003102845	NCSU	ArchivesSpace		lcnaf					
"Cumber, Kim"	personal					NCSU	ArchivesSpace		local					
"Cumiskey, Kurt"	personal					NCSU	ArchivesSpace		local					
"Lewis, Paul E., 1940-2011"	personal				http://lccn.loc.gov/n2014015285	NCSU	ArchivesSpace		lcnaf					
"Penny, Margaret"	personal					NCSU	ArchivesSpace		local					
"Griffin, Charlie"	personal					NCSU	ArchivesSpace		local					
"Martin, Stan N."	personal					NCSU	ArchivesSpace		local					
"Marchi, Dudley M."	personal				http://lccn.loc.gov/n94047801	NCSU	ArchivesSpace		lcnaf					
"Ciccone, Karen"	personal					NCSU	ArchivesSpace		local					
"Burris, Lynn"	personal					NCSU	ArchivesSpace		local					
"Wilson, Bradley"	personal					NCSU	ArchivesSpace		local					
"McBurney, Scott"	personal					NCSU	ArchivesSpace		ingest					
"Ricks, Sallie"	personal					NCSU	ArchivesSpace		local					
"Silsbee, Dawn M."	personal					NCSU	ArchivesSpace		local					
"Suggs, Charles Wilson, 1928-"	personal					NCSU	ArchivesSpace		local					
"Rodgers, Nia"	personal					NCSU	ArchivesSpace		local					
"Helmlinger, Teresa A."	personal					NCSU	ArchivesSpace		local					
"DuVale, Jeanne"	personal					NCSU	ArchivesSpace		local					
"Keene, Brenda"	personal				http://lccn.loc.gov/n96119253	NCSU	ArchivesSpace		lcnaf					
"Pam, Ellis"	personal					NCSU	ArchivesSpace		local					
"Edwards, Phyllis"	personal					NCSU	ArchivesSpace		local					
"Lunsford, Laura Gail"	personal					NCSU	ArchivesSpace		local					
"Cooper, Judy"	personal					NCSU	ArchivesSpace		local					
"Medlin, Alison"	personal					NCSU	ArchivesSpace		local					
"Caldwell, David"	personal					NCSU	ArchivesSpace		local					
"Horton, Charles M., 1912-1987"	personal					NCSU	ArchivesSpace		local					
"Brown, Jennifer"	personal					NCSU	ArchivesSpace		local					
"McGee, Mac"	personal					NCSU	ArchivesSpace		local					
"Oxenham, Lian"	personal					NCSU	ArchivesSpace		local					
"Weston, Jenny"	personal					NCSU	ArchivesSpace		local					
"Zahn, Margaret"	personal					NCSU	ArchivesSpace		local					
"Jackson, Eloise"	personal					NCSU	ArchivesSpace							
"Orcutt, Darby"	personal					NCSU	ArchivesSpace		local					
"Catts, Glenn P. (Glenn Paul), 1956-"	personal				http://lccn.loc.gov/n89661090	NCSU	ArchivesSpace		lcnaf					
"Ward, Fay"	personal					NCSU	ArchivesSpace		local					
"Owokoniran, Angela"	personal					NCSU	ArchivesSpace		local					
"Lutz, J. Fulton (James Fulton), 1907-1986"	personal				http://lccn.loc.gov/n87911235	NCSU	ArchivesSpace		lcnaf					
"Currie, Debbie"	personal					NCSU	ArchivesSpace		local					
"Parham, Dick"	personal					NCSU	ArchivesSpace		local					
"Osborne, Dennis"	personal					NCSU	ArchivesSpace		local					
"Holloway, Trenel"	personal					NCSU	ArchivesSpace		local					
"Fearn, Tilla"	personal					NCSU	ArchivesSpace		local					
"Mozley, Samuel C."	personal				http://lccn.loc.gov/n83028640	NCSU	ArchivesSpace		lcnaf					
"Malecha, Marvin J."	personal				http://lccn.loc.gov/n83312261	NCSU	ArchivesSpace		lcnaf					
"Grote, Ron"	personal					NCSU	ArchivesSpace		local					
"Thomas, Martin"	personal					NCSU	ArchivesSpace		local					
"Pettit, Vicki"	personal					NCSU	ArchivesSpace		local					
"Davis, Robert F. (Robert Foster), 1942-"	personal				http://lccn.loc.gov/n78040303	NCSU	ArchivesSpace		lcnaf					
"Starbuck, John"	personal					NCSU	ArchivesSpace		local					
"Tal, Suzanne"	personal					NCSU	ArchivesSpace		local					
"Montgomery, Odessa"	personal					NCSU	ArchivesSpace		local					
"Wallace, Kathy"	personal					NCSU	ArchivesSpace		local					
"Werner, Dennis"	personal					NCSU	ArchivesSpace		local					
"Simmons, Marcella"	personal					NCSU	ArchivesSpace		local					
"Nachtrieb, Deborah A."	personal					NCSU	ArchivesSpace		local					
"Zonderman, David"	personal					NCSU	ArchivesSpace		local					
"Barnes, Donna L."	personal					NCSU	ArchivesSpace		local					
"Walton, Vicki"	personal					NCSU	ArchivesSpace		local					
"Block, William J."	personal				https://lccn.loc.gov/n88616285	NCSU	ArchivesSpace		lcnaf					
"Petermann, Deborah"	personal					NCSU	ArchivesSpace		local					
"Stanley, Mollie R."	personal					NCSU	ArchivesSpace		local					
"Schreiber, Carl"	personal					NCSU	ArchivesSpace		local					
"Gaffney, Tschaina"	personal					NCSU	ArchivesSpace		local					
"Schaffer, Henry E."	personal					NCSU	ArchivesSpace		local					
"Flynt, Janny"	personal					NCSU	ArchivesSpace		local					
"Howell, Virginia"	personal					NCSU	ArchivesSpace		local					
"Martin, Thomas"	personal					NCSU	ArchivesSpace		local					
"Carlton, Charles, 1941-"	personal				http://lccn.loc.gov/n82151529	NCSU	ArchivesSpace		lcnaf					
"Bireline, Lise"	personal					NCSU	ArchivesSpace		local					
"Holtzman, Abraham"	personal				http://lccn.loc.gov/n79119094	NCSU	ArchivesSpace		lcnaf					
"Wilkins, Freda Hartness"	personal				http://lccn.loc.gov/n82159701	NCSU	ArchivesSpace		lcnaf					
"Edmonston, Judy"	personal					NCSU	ArchivesSpace		local					
"Curtin, Terrence M."	personal					NCSU	ArchivesSpace		local					
"Holbrook, Gus"	personal					NCSU	ArchivesSpace		local					
"Letarte, Karen"	personal					NCSU	ArchivesSpace		local					
"Mitkowski, Carolyn"	personal					NCSU	ArchivesSpace		local					
"Wagner, Frances J."	personal				http://lccn.loc.gov/n85216524	NCSU	ArchivesSpace		lcnaf					
"Clark, Lee Ann"	personal					NCSU	ArchivesSpace		local					
"Mack, Bryan"	personal					NCSU	ArchivesSpace		local					
"Aldrich, James C."	personal					NCSU	ArchivesSpace		local					
"King, Martin Luther, Jr., 1929-1968"	personal				http://lccn.loc.gov/n79084324	NCSU	ArchivesSpace		lcnaf					
"Sine, Philip"	personal					NCSU	ArchivesSpace		local					
"Crane, Helen"	personal					NCSU	ArchivesSpace		local					
"Burke, Cindy"	personal					NCSU	ArchivesSpace		local					
"Kellison, R. C. (Robert Clay)"	personal				https://lccn.loc.gov/n88662240	NCSU	ArchivesSpace		lcnaf					
"Zaslow, Sandra A."	personal				http://lccn.loc.gov/n88214953	NCSU	ArchivesSpace		lcnaf					
"Mazzaluna, Vita"	personal					NCSU	ArchivesSpace		local					
"Burnes, Valerie Pope"	personal					NCSU	ArchivesSpace		local					
"Truelove, Laura"	personal					NCSU	ArchivesSpace		local					
