name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	Institution	source_system	collection	source					
"Law, Averill M."	personal				http://lccn.loc.gov/n81050373	NCSU	ArchivesSpace		lcnaf					
"Wilson, Dean H."	personal					NCSU	ArchivesSpace		local					
"Schriber, Thomas J., 1935-"	personal				http://lccn.loc.gov/n79106038	NCSU	ArchivesSpace		lcnaf					
"Henriksen, James O."	personal				http://lccn.loc.gov/n86823090	NCSU	ArchivesSpace		lcnaf					
"Zeigler, Bernard P., 1940-"	personal				http://lccn.loc.gov/n84100311	NCSU	ArchivesSpace		lcnaf					
"Coffey, John W."	personal					NCSU	ArchivesSpace		local					
"Alarie, Karen"	personal					NCSU	ArchivesSpace		local					
"Thomas, Shiela"	personal					NCSU	ArchivesSpace		local					
"Clagett, Allyson"	personal					NCSU	ArchivesSpace		local					
"Swindell, Lloyd Hurst, 1890-1985"	personal					NCSU	ArchivesSpace		local					
"Schenck, Gordon H., 1927-2009"	personal					NCSU	ArchivesSpace		local					
"Dawkins, Jay"	personal					NCSU	ArchivesSpace		local					
"Wescott, Joseph W."	personal				https://lccn.loc.gov/n2016029970	NCSU	ArchivesSpace		lcnaf					
"Quarterman, Carolyn"	personal					NCSU	ArchivesSpace		local					
"Spencer, Leon"	personal					NCSU	ArchivesSpace		local					
"Olive, Peggy"	personal					NCSU	ArchivesSpace		local					
"Green, Robert"	personal					NCSU	ArchivesSpace		local					
"Wright, Donna"	personal					NCSU	ArchivesSpace		local					
"McKinley, Robert"	personal					NCSU	ArchivesSpace		local					
"Walker, Samuel M."	personal					NCSU	ArchivesSpace		local					
"Auld, Lawrence W. S."	personal				https://lccn.loc.gov/n85288212	NCSU	ArchivesSpace		lcnaf					
"Boney, Daniel Hubert"	personal					NCSU	ArchivesSpace		local					
"Boney, Helen"	personal					NCSU	ArchivesSpace		local					
"Phillips, Guy B."	personal					NCSU	ArchivesSpace		local					
"Hayes, Thomas T., Jr."	personal					NCSU	ArchivesSpace		ingest					
"Hayes, B. L."	personal					NCSU	ArchivesSpace		ingest					
"Hitch, John L. (AIA)"	personal					NCSU	ArchivesSpace		ingest					
"Long, Lori M. (AIA)"	personal					NCSU	ArchivesSpace		ingest					
"Wheatley, Charles H."	personal					NCSU	ArchivesSpace		local					
"Shay, William Warden, approximately 1869-1937"	personal					NCSU	ArchivesSpace		local					
"Stewart, Don"	personal					NCSU	ArchivesSpace		ingest					
"Jones, E. Fay"	personal					NCSU	ArchivesSpace		ingest					
"Ericson, Eric"	personal					NCSU	ArchivesSpace		ingest					
"Dilling, Gertrude"	personal					NCSU	ArchivesSpace		ingest					
"German, Glenn"	personal					NCSU	ArchivesSpace		ingest					
"Rappaport, Glenn H."	personal					NCSU	ArchivesSpace		ingest					
"Walden, Gloria G."	personal					NCSU	ArchivesSpace		ingest					
"Boone, Gray"	personal					NCSU	ArchivesSpace		local					
"Metz, Grover"	personal					NCSU	ArchivesSpace		ingest					
"Beezley, William H."	personal				https://lccn.loc.gov/n79058540	NCSU	ArchivesSpace		lcnaf					
"Haroin, Ira"	personal					NCSU	ArchivesSpace		ingest					
"Mack, John Harold"	personal					NCSU	ArchivesSpace		ingest					
"McElroy, Charles B."	personal					NCSU	ArchivesSpace		ingest					
"Stauffer, Richard"	personal					NCSU	ArchivesSpace		ingest					
"Pruden, Jack"	personal					NCSU	ArchivesSpace		ingest					
"Murray, James A."	personal					NCSU	ArchivesSpace		ingest					
"Stalffer, Richard"	personal					NCSU	ArchivesSpace		ingest					
"Fliess, Henry"	personal					NCSU	ArchivesSpace		ingest					
"Hipp, David E."	personal					NCSU	ArchivesSpace		ingest					
"Stein, J. Stewart"	personal					NCSU	ArchivesSpace		ingest					
"Winstead, Nash Nicks"	personal				http://lccn.loc.gov/n98045769	NCSU	ArchivesSpace		lcnaf					
"Wentworth, Tom (Thomas R.)"	personal					NCSU	ArchivesSpace		local					
"Freeman, W. E., Jr."	personal					NCSU	ArchivesSpace		ingest					
"Freeman, W. F."	personal					NCSU	ArchivesSpace		ingest					
"Sloan, Wes"	personal					NCSU	ArchivesSpace		ingest					
"Ewing, George M."	personal				https://lccn.loc.gov/n83187552	NCSU	ArchivesSpace		lcnaf					
"Smith, Jim (AIA)"	personal					NCSU	ArchivesSpace		ingest					
"Gullette, David, Dr."	personal					NCSU	ArchivesSpace		local					
"Simmons, Stacy E. (AIA)"	personal					NCSU	ArchivesSpace		ingest					
"Apple, J. Lawrence (Jay Lawrence), 1926-2015"	personal				http://lccn.loc.gov/n84004195	NCSU	ArchivesSpace		lcnaf					
"Rose, Dillon"	personal					NCSU	ArchivesSpace		local					
"Westhead, David"	personal					NCSU	ArchivesSpace		ingest					
"Allen, Beverly"	personal					NCSU	ArchivesSpace		local					
"Caldwell, Frank"	personal					NCSU	ArchivesSpace		local					
"McMurray, Charles"	personal					NCSU	ArchivesSpace		ingest					
"Walters, Charlie"	personal					NCSU	ArchivesSpace		ingest					
"Maxwell, William L., 1934-"	personal				http://lccn.loc.gov/n2003005254	NCSU	ArchivesSpace		lcnaf					
"Conway, Richard Walter, 1931-"	personal				http://lccn.loc.gov/n79113971	NCSU	ArchivesSpace		lcnaf					
"Ely, John F."	personal					NCSU	ArchivesSpace		local					
"Winstead, Roger"	personal					NCSU	ArchivesSpace		local					
"Hutchins, Carleen"	personal					NCSU	ArchivesSpace		ingest					
"Samuels, Chuck"	personal					NCSU	ArchivesSpace		local					
"King, Cyrus B., Jr."	personal					NCSU	ArchivesSpace		ingest					
"Danchi, Andrea"	personal					NCSU	ArchivesSpace		local					
"Moore, Jo Ann"	personal					NCSU	ArchivesSpace		local					
"Snyder, Sandra B."	personal					NCSU	ArchivesSpace		local					
"Sheeley, Summer"	personal					NCSU	ArchivesSpace							
"Constant, Leonard Alden"	personal					NCSU	ArchivesSpace		ingest					
"Bettinger Howell, Kayla"	personal					NCSU	ArchivesSpace		local					
"Thornton, Trevor"	personal					NCSU	ArchivesSpace		local					
"Withrow, Holly"	personal					NCSU	ArchivesSpace		local					
"Moog, Bob (Robert)"	personal				http://lccn.loc.gov/n85237102	NCSU	ArchivesSpace		lcnaf					
"Pauley, Eric F."	personal					NCSU	ArchivesSpace		local					
"Samy, Radwa"	personal					NCSU	ArchivesSpace		local					
"Dowdy, Andrew"	personal					NCSU	ArchivesSpace		local					
"Brieger, Jaime"	personal					NCSU	ArchivesSpace		local					
"Serrao, Jessica"	personal					NCSU	ArchivesSpace		local					
"Lowe, Rebecca"	personal					NCSU	ArchivesSpace		local					
"Vogeley, Claire"	personal					NCSU	ArchivesSpace		local					
"Walsh, Andy (Robert Andrew)"	personal					NCSU	ArchivesSpace		local					
"Wallace, Michael"	personal					NCSU	ArchivesSpace		local					
"Kelly, Harry C."	personal				http://lccn.loc.gov/n93070637	NCSU	ArchivesSpace		lcnaf					
"Jacobson, Rachel"	personal					NCSU	ArchivesSpace		local					
"Wallace, William Roy, 1889-1983"	personal					NCSU	ArchivesSpace		local					
"Gilley, James"	personal					NCSU	ArchivesSpace		ingest					
"Steele, Stuart"	personal					NCSU	ArchivesSpace		ingest					
"Dees, Bowen C. (Bowen Causey), 1917-"	personal				http://lccn.loc.gov/no97066176	NCSU	ArchivesSpace		lcnaf					
"Powell, T. E., III"	personal					NCSU	ArchivesSpace		ingest					
"Green, James Wyche, 1915-2011"	personal				http://lccn.loc.gov/n95024912	NCSU	ArchivesSpace		lcnaf					
"Box, George, Jr."	personal					NCSU	ArchivesSpace		local					
"Morton, Spencer"	personal					NCSU	ArchivesSpace		ingest					
"Sutton, Dennis H., 1897-1962"	personal					NCSU	ArchivesSpace		local					
"Bunn, James A., III"	personal					NCSU	ArchivesSpace		local					
"Burns, Robert P., 1933-2005"	personal				http://lccn.loc.gov/n80108218	NCSU	ArchivesSpace		lcnaf					
"Furman, James C."	personal					NCSU	ArchivesSpace		ingest					
"Crawford, Edward K., 1933-"	personal				https://lccn.loc.gov/n85298751	NCSU	ArchivesSpace		lcnaf					
"Conrad, James M."	personal					NCSU	ArchivesSpace		ingest					
"Dalton, Deborah S."	personal				https://lccn.loc.gov/no90007768	NCSU	ArchivesSpace		lcnaf					
"Finch, Tom"	personal					NCSU	ArchivesSpace		ingest					
"Shore, R. D."	personal					NCSU	ArchivesSpace		ingest					
"Milller, Henry K."	personal					NCSU	ArchivesSpace		ingest					
"Snow, H. N."	personal					NCSU	ArchivesSpace		ingest					
"Wick, George D."	personal					NCSU	ArchivesSpace		local					
"Harrelson, J. W. (John William), 1885-1955"	personal				http://lccn.loc.gov/no2002029339	NCSU	ArchivesSpace		lcnaf					
"Mebane, R. J."	personal					NCSU	ArchivesSpace		ingest					
"Wilkins, John F."	personal					NCSU	ArchivesSpace		local					
"McFarland, David M."	personal					NCSU	ArchivesSpace		ingest					
"Lewis, H. Bradford"	personal					NCSU	ArchivesSpace		ingest					
"Rigney, J. A. (Jackson Ashcraft), 1913-1998"	personal				http://lccn.loc.gov/no95031310	NCSU	ArchivesSpace		lcnaf					
"Bassett, John D., III, 1937-"	personal				https://lccn.loc.gov/no2014100828	NCSU	ArchivesSpace		lcnaf					
"Wallace, William Roy, Jr., 1922-"	personal					NCSU	ArchivesSpace		local					
"Bassett, W. M."	personal					NCSU	ArchivesSpace		local					
"Babcock, Bruce A. (Bruce Alan)"	personal				https://lccn.loc.gov/no97066792	NCSU	ArchivesSpace		lcnaf					
"Thomas, Joab L."	personal				http://lccn.loc.gov/n87921199	NCSU	ArchivesSpace		lcnaf					
"Edwards, Peggy"	personal					NCSU	ArchivesSpace		ingest					
"Blackwell, Crist W."	personal					NCSU	ArchivesSpace		local					
"Spiker, Steven L."	personal					NCSU	ArchivesSpace							
"Coombes, Eileen"	personal					NCSU	ArchivesSpace		local					
"Baverstock, Bill"	personal					NCSU	ArchivesSpace		local					
"Peters, Brian"	personal					NCSU	ArchivesSpace		local					
"Smith, Henry Brower, 1917-"	personal					NCSU	ArchivesSpace		local					
"Holmes, Irwin R., Jr."	personal					NCSU	ArchivesSpace		local					
"Thiry, Christopher J. J."	personal					NCSU	ArchivesSpace		local					
"Rutishauser, Jakob"	personal					NCSU	ArchivesSpace		local					
"Rutishauser, Jakob, Mrs."	personal					NCSU	ArchivesSpace		local					
"Zwicky, David"	personal					NCSU	ArchivesSpace		local					
"Benson, Marsha"	personal					NCSU	ArchivesSpace		local					
"Bowers, Henry"	personal					NCSU	ArchivesSpace		local					
"Doak, Frances Renfrow"	personal				http://lccn.loc.gov/no2002088438	NCSU	ArchivesSpace		lcnaf					
"Wahls, Harvey E."	personal					NCSU	ArchivesSpace		local					
"Brand, A.R."	personal					NCSU	ArchivesSpace		local					
"Farrier, Maurice H."	personal				http://lccn.loc.gov/n88240509	NCSU	ArchivesSpace		lcnaf					
"McWhorter, Dan"	personal					NCSU	ArchivesSpace		local					
"Farmer, Shauna"	personal					NCSU	ArchivesSpace		local					
"Nishina, Yoshio, 1890-1951"	personal				http://lccn.loc.gov/n88135246	NCSU	ArchivesSpace		lcnaf					
"Li, Bailian"	personal					NCSU	ArchivesSpace		local					
"McClure, Wesley A."	personal				https://lccn.loc.gov/n86838251	NCSU	ArchivesSpace		lcnaf					
"Moran, Thomas J."	personal					NCSU	ArchivesSpace		local					
"Wadford, Teresa"	personal					NCSU	ArchivesSpace		local					
"Davis, Meredith (Meredith J.)"	personal				http://lccn.loc.gov/n97110962	NCSU	ArchivesSpace		lcnaf					
"Boaz, Joseph N."	personal				https://lccn.loc.gov/no2003114930	NCSU	ArchivesSpace		lcnaf					
"Pegden, Claude Dennis"	personal				http://lccn.loc.gov/n78072318	NCSU	ArchivesSpace		lcnaf					
"Current, Ruth Augusta, 1901-1967"	personal					NCSU	ArchivesSpace		local					
"Kelton, W. David"	personal				https://lccn.loc.gov/n81049568	NCSU	ArchivesSpace		lcnaf					
"Lorenz, Peter G."	personal				https://lccn.loc.gov/n91087773	NCSU	ArchivesSpace		lcnaf					
"Dunlap, Amoret"	personal					NCSU	ArchivesSpace		local					
"Isley, Alexander, 1961-"	personal					NCSU	ArchivesSpace		local					
"Brodgon, Celeste"	personal					NCSU	ArchivesSpace		local					
"Zia, Paul, 1926-"	personal				https://lccn.loc.gov/n82141069	NCSU	ArchivesSpace		lcnaf					
"Chapman, Bennett E."	personal					NCSU	ArchivesSpace		local					
"Rubin, Cyma"	personal				http://lccn.loc.gov/n00020604	NCSU	ArchivesSpace		lcnaf					
"Brogdon, Celeste"	personal					NCSU	ArchivesSpace		local					
"McKimmon, Jane Simpson, 1867-1957"	personal				http://lccn.loc.gov/no2007137937	NCSU	ArchivesSpace		lcnaf					
"Foley, Molly"	personal					NCSU	ArchivesSpace		local					
"Johnston, David"	personal					NCSU	ArchivesSpace		local					
"Cullinan, Danica"	personal				https://lccn.loc.gov/no2012025082	NCSU	ArchivesSpace		lcnaf					
"Jenkins, Jean"	personal					NCSU	ArchivesSpace		local					
"Vann, Samuel Cannady"	personal					NCSU	ArchivesSpace		local					
"Vann, Bettie Henley"	personal					NCSU	ArchivesSpace		local					
"Moore, John Augustus, Sr."	personal					NCSU	ArchivesSpace		local					
"Moore, John Augustus, Jr."	personal					NCSU	ArchivesSpace		local					
"Moore, Mabel Vann"	personal					NCSU	ArchivesSpace		local					
"Felder, Richard M., 1939-"	personal				http://lccn.loc.gov/n85078866	NCSU	ArchivesSpace		lcnaf					
"Erdahl, Cynthia"	personal					NCSU	ArchivesSpace		local					
"Basdeo, Molly"	personal					NCSU	ArchivesSpace		local					
"Lawing, Christopher"	personal					NCSU	ArchivesSpace		local					
"Beatty, Lucy"	personal					NCSU	ArchivesSpace		local					
"Hammett, Wilma S. (Wilma Scott)"	personal				https://lccn.loc.gov/n83016517	NCSU	ArchivesSpace		lcnaf					
"Seely, J. Frank (John Frank)"	personal					NCSU	ArchivesSpace		ingest					
"Hren, John J."	personal				https://lccn.loc.gov/n85223009	NCSU	ArchivesSpace		lcnaf					
"Burwell, William Sumner Riddick"	personal					NCSU	ArchivesSpace		local					
"Ruffin, Thomas"	personal					NCSU	ArchivesSpace		ingest					
"Thore, J. E."	personal					NCSU	ArchivesSpace		ingest					
"Fountain, Alvin Marcus, 1899-1989"	personal				https://lccn.loc.gov/n00020719	NCSU	ArchivesSpace		lcnaf					
"Fountain, Maxine Eleanor Taylor"	personal					NCSU	ArchivesSpace		local					
"Keller, H. P. S."	personal					NCSU	ArchivesSpace		local					
"Furman, Richard, Dr."	personal					NCSU	ArchivesSpace		ingest					
"Caviness, Z. M."	personal					NCSU	ArchivesSpace		local					
"Bishop, Fred A."	personal					NCSU	ArchivesSpace		local					
"Gibbs, Ralph A."	personal					NCSU	ArchivesSpace		ingest					
"Ferris, Virginia"	personal					NCSU	ArchivesSpace		local					
"Linthicum, H. Colvin (Hill Colvin), 1860-1919"	personal				ahd1026794	NCSU	ArchivesSpace		AIA Historical Directory					
"Harris, Carl W."	personal					NCSU	ArchivesSpace		ingest					
"Laprade, William Thomas, 1883-1975"	personal				http://lccn.loc.gov/no2009197463	NCSU	ArchivesSpace		lcnaf					
"Thomas, L. L."	personal					NCSU	ArchivesSpace		local					
"Wargo, Joe"	personal					NCSU	ArchivesSpace		local					
"Rau, Sally"	personal					NCSU	ArchivesSpace		local					
"Mull, Amy"	personal					NCSU	ArchivesSpace		local					
"Masters, Mara"	personal					NCSU	ArchivesSpace		local					
"Longmire, Barbara"	personal					NCSU	ArchivesSpace		local					
"Barker, K. R. (Kenneth Reece), 1932-"	personal				https://lccn.loc.gov/n83016559	NCSU	ArchivesSpace		lcnaf					
"Brooks, Julia"	personal					NCSU	ArchivesSpace		ingest					
"Regan, J. Thomas"	personal					NCSU	ArchivesSpace		local					
"Turnage, L. E."	personal					NCSU	ArchivesSpace		local					
"Winston, Charles, Sr."	personal					NCSU	ArchivesSpace		local					
"Rea, Stephen G."	personal					NCSU	ArchivesSpace		local					
"Bell, Maggy"	personal					NCSU	ArchivesSpace		local					
"Smith, J. McCree, 1917-1988"	personal					NCSU	ArchivesSpace		local					
"Yarbrough, Mary Elizabeth"	personal				https://lccn.loc.gov/no2017080447	NCSU	ArchivesSpace		lcnaf					
"Swartzel, Kenneth Ray, 1949-"	personal				https://lccn.loc.gov/n87145331	NCSU	ArchivesSpace		lcnaf					
"Falls, Davante"	personal					NCSU	ArchivesSpace		local					
"Deakle, Beth"	personal					NCSU	ArchivesSpace		local					
"Kocses, Karen A."	personal					NCSU	ArchivesSpace		local					
"Goff, Bruce, 1904-1982"	personal				https://lccn.loc.gov/n79126513	NCSU	ArchivesSpace		lcnaf					
"Koontz, Wayne (Fredrick Wayne)"	personal				ahd3000552	NCSU	ArchivesSpace		AIA Historical Directory					
"Lovin, Timothy"	personal					NCSU	ArchivesSpace		local					
"Freelon, Phil"	personal					NCSU	ArchivesSpace		local					
"Russell, Roger"	personal					NCSU	ArchivesSpace		local					
jmstein2	personal					NCSU	ArchivesSpace		local					
"Howard, T. C. (Thomas C.)"	personal					NCSU	ArchivesSpace		local					
"Rigsbee, J. M."	personal				https://lccn.loc.gov/n85087707	NCSU	ArchivesSpace		lcnaf					
"Brown, Jussani"	personal					NCSU	ArchivesSpace		local					
"Hanna, Marsha"	personal					NCSU	ArchivesSpace		local					
"Durham, Holly"	personal					NCSU	ArchivesSpace		local					
						NCSU	ArchivesSpace							
						NCSU	ArchivesSpace							
"Miller, Joseph Alfred"	personal					NCSU	ArchivesSpace		ingest					
"Knox, Jannell"	personal					NCSU	ArchivesSpace		local					
"Nix, Carol"	personal					NCSU	ArchivesSpace		local					
"Sinnett, John F."	personal					NCSU	ArchivesSpace		local					
"Wing, Tommy H."	personal					NCSU	ArchivesSpace		local					
"Curtis, Susan Jane"	personal					NCSU	ArchivesSpace		local					
"Sullivan, Jackie"	personal					NCSU	ArchivesSpace		local					
"Thomson, Frank K."	personal					NCSU	ArchivesSpace		ingest					
"Nash, Arthur C. (Arthur Cleveland), 1871-1969"	personal				ahd1032147	NCSU	ArchivesSpace		AIA Historical Directory					
"Simpson, Frank B."	personal					NCSU	ArchivesSpace		local					
"Rudolph, Paul, 1918-1997"	personal				http://lccn.loc.gov/n50022474	NCSU	ArchivesSpace		lcnaf					
"Williams, Charles Burgess, 1871-1947"	personal				https://lccn.loc.gov/no2015075145	NCSU	ArchivesSpace		lcnaf					
"Butler, R. M. (Rudolph Maximilian), 1872-1943"	personal					NCSU	ArchivesSpace		local					
"Zobel, Bruce, 1920-2011"	personal				http://lccn.loc.gov/n83158462	NCSU	ArchivesSpace		lcnaf					
"Nicholson, Gunnar"	personal					NCSU	ArchivesSpace		local					
"Smith, James M."	personal					NCSU	ArchivesSpace		ingest					
"Cusick, Aaron"	personal					NCSU	ArchivesSpace		local					
"Yarborough, Louis Thomas, 1873-1951"	personal					NCSU	ArchivesSpace		local					
"Searns, Robert M."	personal				https://lccn.loc.gov/n93020097	NCSU	ArchivesSpace		lcnaf					
"Macklin, Harold"	personal					NCSU	ArchivesSpace		local					
"O'Donnell, Martha"	personal					NCSU	ArchivesSpace		local					
"Recchie, Lindsay"	personal					NCSU	ArchivesSpace		local					
"Welch, C. D."	personal				https://lccn.loc.gov/n89623751	NCSU	ArchivesSpace		lcnaf					
"Tucker, Sarah"	personal					NCSU	ArchivesSpace		local					
"Graham, Susan"	personal					NCSU	ArchivesSpace		local					
"Whitacre, Mike"	personal					NCSU	ArchivesSpace		local					
"Younts, Bud"	personal					NCSU	ArchivesSpace		local					
"O'Rear, Sheila"	personal					NCSU	ArchivesSpace		local					
"Lagg, Juanita"	personal					NCSU	ArchivesSpace		local					
"Hudacko, Margaret"	personal					NCSU	ArchivesSpace		local					
"Williams, Paul F., 1947-"	personal					NCSU	ArchivesSpace		local					
"McCarty, G. D. (Gerald Davis)"	personal					NCSU	ArchivesSpace		local					
"Gregg, S. A. (Smilie Alexander)"	personal					NCSU	ArchivesSpace		local					
"Council, Sallie Gilliam"	personal					NCSU	ArchivesSpace		local					
"Kamphoefner, Henry L. (Henry Leveke), 1907-1990"	personal				http://lccn.loc.gov/n2009078122	NCSU	ArchivesSpace		lcnaf					
"Council, K. K. (Kinchin Kitchen)"	personal					NCSU	ArchivesSpace		local					
"Council, Sally"	personal					NCSU	ArchivesSpace		local					
"Council, Louise"	personal					NCSU	ArchivesSpace		local					
"Stott, Juanita"	personal					NCSU	ArchivesSpace		local					
"Council, Edward L."	personal					NCSU	ArchivesSpace		local					
"DeKok, Wim"	personal					NCSU	ArchivesSpace		local					
kebower2	personal					NCSU	ArchivesSpace		local					
"Bowers, Katherine"	personal					NCSU	ArchivesSpace		local					
"Core, Lisa"	personal					NCSU	ArchivesSpace		local					
"Pearson, Margaret"	personal					NCSU	ArchivesSpace		local					
"Pettit, N. L."	personal					NCSU	ArchivesSpace		ingest					
"Doyle, Emily"	personal					NCSU	ArchivesSpace		local					
"Hart, Franklin D."	personal				http://lccn.loc.gov/no2008168892	NCSU	ArchivesSpace		lcnaf					
"Sawyer, Raymond"	personal					NCSU	ArchivesSpace		ingest					
"Adams, E. A., Jr."	personal					NCSU	ArchivesSpace		local					
"Harris, Samantha"	personal					NCSU	ArchivesSpace		local					
"Garriss Adams, Betty"	personal					NCSU	ArchivesSpace		local					
"Baliga, B. Jayant, 1948-"	personal				https://lccn.loc.gov/n84034451	NCSU	ArchivesSpace		lcnaf					
"Peloquin-Dodd, Mary"	personal					NCSU	ArchivesSpace		local					
"Watkins, Jessica"	personal					NCSU	ArchivesSpace		local					
"Benjamin, Warfield Smith, 1913-1981"	personal					NCSU	ArchivesSpace		local					
"Rodriguez, Susan"	personal					NCSU	ArchivesSpace		local					
"Dinness, Jacque"	personal					NCSU	ArchivesSpace		local					
"Ellis, Tyler"	personal					NCSU	ArchivesSpace		local					
mtpeele2	personal					NCSU	ArchivesSpace		local					
"Maness, William"	personal					NCSU	ArchivesSpace		local					
"Camp, Norman C., 1933-"	personal					NCSU	ArchivesSpace		local					
"Owen, Emily"	personal					NCSU	ArchivesSpace		local					
"Miller, Carolyn R."	personal				https://lccn.loc.gov/n83044248	NCSU	ArchivesSpace		lcnaf					
"Werner, Dennis J. (Dennis James)"	personal				https://lccn.loc.gov/n83028768	NCSU	ArchivesSpace		lcnaf					
"Smith, Benjamin Warfield, 1913-1981"	personal					NCSU	ArchivesSpace		local					
"Delborne, Tonya"	personal					NCSU	ArchivesSpace		local					
"Crow, John"	personal					NCSU	ArchivesSpace		ingest					
"Baker, Bonnie L."	personal					NCSU	ArchivesSpace		local					
"Ackerman, G. W."	personal				http://lccn.loc.gov/n2007162841	NCSU	ArchivesSpace		lcnaf					
"Levine, Jack, 1907-"	personal				http://lccn.loc.gov/n87148396	NCSU	ArchivesSpace		lcnaf					
"Mattoon, Wilbur R. (Wilbur Reed), 1875-1941"	personal				https://lccn.loc.gov/n89643456	NCSU	ArchivesSpace		lcnaf					
"Shaffer, Jeanette"	personal					NCSU	ArchivesSpace		local					
"Huss, Derek"	personal					NCSU	ArchivesSpace		local					
"Traer, Tracy"	personal					NCSU	ArchivesSpace							
"Jones, Abby"	personal					NCSU	ArchivesSpace		local					
"Jones, Larry"	personal					NCSU	ArchivesSpace		local					
"Sheffield, Silvia"	personal					NCSU	ArchivesSpace		local					
"Sexton, Jill"	personal					NCSU	ArchivesSpace		local					
"Hayne, Don W., 1911-2000"	personal					NCSU	ArchivesSpace		local					
"Brown, James Roberson"	personal					NCSU	ArchivesSpace		local					
"Sellar, Walter Carruthers"	personal				https://lccn.loc.gov/nr94034861	NCSU	ArchivesSpace		lcnaf					
"Twain, Mark, 1835-1910"	personal				https://lccn.loc.gov/n79021164	NCSU	ArchivesSpace		lcnaf					
"Cochran, Thomas, C. (Thomas Childs), 1902-1999"	personal				https://lccn.loc.gov/n50032233	NCSU	ArchivesSpace		lcnaf					
"Glaab, Charles Nelson, 1927-"	personal				https://lccn.loc.gov/n80160314	NCSU	ArchivesSpace		lcnaf					
"Miller, Perry, 1905-1963"	personal				https://lccn.loc.gov/n50033202	NCSU	ArchivesSpace		lcnaf					
"Posey, Rollin Bennett, 1907-"	personal				https://lccn.loc.gov/n83065434	NCSU	ArchivesSpace		lcnaf					
"Allmendinger, David, Jr."	personal				https://lccn.loc.gov/n2006087714	NCSU	ArchivesSpace		lcnaf					
"Morris, Richard B. (Richard Brandon), 1904-1989"	personal				https://lccn.loc.gov/n79018086	NCSU	ArchivesSpace		lcnaf					
"Kristol, Irving"	personal				https://lccn.loc.gov/n50045985	NCSU	ArchivesSpace		lcnaf					
"Savage, C. Eugene"	personal					NCSU	ArchivesSpace		local					
"Tunnard, Christopher"	personal				https://lccn.loc.gov/n50012787	NCSU	ArchivesSpace		lcnaf					
"Vanderbilt, Amy"	personal				https://lccn.loc.gov/n80005744	NCSU	ArchivesSpace		lcnaf					
"Fustel de Coulanges, 1830-1889"	personal				https://lccn.loc.gov/n79105743	NCSU	ArchivesSpace		lcnaf					
"Orwell, George, 1903-1950"	personal				https://lccn.loc.gov/n79058639	NCSU	ArchivesSpace		lcnaf					
"Helper, Hinton A., 1850-"	personal				https://lccn.loc.gov/n89639217	NCSU	ArchivesSpace		lcnaf					
"Boyd, Malcolm, 1923-2015"	personal				https://lccn.loc.gov/n50043136	NCSU	ArchivesSpace		lcnaf					
"Sams, Henry W."	personal				https://lccn.loc.gov/no2003124325	NCSU	ArchivesSpace		lcnaf					
"Dangerfield, George, 1904-1986"	personal				https://lccn.loc.gov/n50038474	NCSU	ArchivesSpace		lcnaf					
"Grant, Frederick C. (Frederick Clifton), 1891-1974"	personal				https://lccn.loc.gov/n83124931	NCSU	ArchivesSpace		lcnaf					
"Hilton, Conrad N. (Conrad Nicholson), 1887-1979"	personal				https://lccn.loc.gov/n85299089	NCSU	ArchivesSpace		lcnaf					
"Smith, William S., 1909-2001"	personal					NCSU	ArchivesSpace		local					
"Morgan, Edmund S. (Edmund Sears), 1916-2013"	personal				https://lccn.loc.gov/n50005822	NCSU	ArchivesSpace		lcnaf					
"Woodward, C. Vann (Comer Vann), 1908-1999"	personal				https://lccn.loc.gov/n81050736	NCSU	ArchivesSpace		lcnaf					
"Davis, Elmer Holmes, 1890-1958"	personal				https://lccn.loc.gov/n50035523	NCSU	ArchivesSpace		lcnaf					
"Dorsett, Lyle W."	personal				https://lccn.loc.gov/n80020679	NCSU	ArchivesSpace		lcnaf					
"Knight, Thomas, 1942-"	personal				https://lccn.loc.gov/n87136255	NCSU	ArchivesSpace		lcnaf					
"Madden, Edward H."	personal				https://lccn.loc.gov/n50043619	NCSU	ArchivesSpace		lcnaf					
"Gluck, Peter R."	personal				https://lccn.loc.gov/n79027914	NCSU	ArchivesSpace		lcnaf					
"Goldwater, Barry M. (Barry Morris), 1909-1998"	personal				https://lccn.loc.gov/n79144788	NCSU	ArchivesSpace		lcnaf					
"Nugent, Walker T. K."	personal				https://lccn.loc.gov/n50023333	NCSU	ArchivesSpace		lcnaf					
"Newby, I. A. (Idus A.), 1931-"	personal				https://lccn.loc.gov/n50004620	NCSU	ArchivesSpace		lcnaf					
"Ellis, Howard McDonald, 1907-1993"	personal					NCSU	ArchivesSpace		local					
"Kerouac, Jack, 1922-1969"	personal				https://lccn.loc.gov/n80036674	NCSU	ArchivesSpace		lcnaf					
"Stillman, Irwin Maxwell"	personal				https://lccn.loc.gov/n50011358	NCSU	ArchivesSpace		lcnaf					
"Hamilton, Alexander, 1757-1804"	personal				https://lccn.loc.gov/n79021633	NCSU	ArchivesSpace		lcnaf					
"Jarvis, D. C."	personal				https://lccn.loc.gov/n91007608	NCSU	ArchivesSpace		lcnaf					
"Goode, Kenneth G."	personal					NCSU	ArchivesSpace		local					
"Gregory, Dick"	personal				https://lccn.loc.gov/n50030085	NCSU	ArchivesSpace		lcnaf					
